,doc,line_id,value,entity
26754,X51006334741,38,AMOUNT(RM),O
26755,X51006334741,39,TAX(RM),O
26756,X51006334741,40,S,O
26757,X51006334741,40,@6.0%,O
26758,X51006334741,41,16.42,O
26759,X51006334741,42,0.99,O
26760,X51006334741,43,Z,O
26761,X51006334741,43,@0.0%,O
26762,X51006334741,44,2.64,O
26763,X51006334741,45,0.00,O
26764,X51006334741,46,FOR,O
26765,X51006334741,46,FEEDBACK,O
26766,X51006334741,46,OR,O
26767,X51006334741,46,"COMPLAINT,",O
26768,X51006334741,46,PLEASE,O
26769,X51006334741,46,CALL:,O
26770,X51006334926,1,YOUR,O
26771,X51006334926,1,ORDER,O
26772,X51006334926,1,NUMBER,O
26773,X51006334926,1,IS,O
26774,X51006334926,2,264,O
26775,X51006334926,3,GOLDEN,B-company
26776,X51006334926,3,ARCHES,I-company
26777,X51006334926,3,RESTAURANTS,I-company
26778,X51006334926,3,SDN,I-company
26779,X51006334926,3,BHD,I-company
26780,X51006334926,4,(65351-M),O
26781,X51006334926,5,LEVEL,B-address
26782,X51006334926,5,"6,",I-address
26783,X51006334926,5,BANGUNAN,I-address
26784,X51006334926,5,"TH,",I-address
26785,X51006334926,5,DAMANSARA,I-address
26786,X51006334926,5,UPTOWN3,I-address
26787,X51006334926,6,"NO.3,",I-address
26788,X51006334926,6,JALAN,I-address
26789,X51006334926,6,"SS21/39,47400",I-address
26790,X51006334926,6,PETALING,I-address
26791,X51006334926,6,JAYA,I-address
26792,X51006334926,7,SELANGOR,I-address
26793,X51006334926,8,(GST,O
26794,X51006334926,8,ID,O
26795,X51006334926,8,NO:,O
26796,X51006334926,8,000504664064),O
26797,X51006334926,9,MCDONALD'S,O
26798,X51006334926,9,KOTA,O
26799,X51006334926,9,DAMANSARA,I-address
26800,X51006334926,9,DT(#178),O
26801,X51006334926,10,TEL,O
26802,X51006334926,10,NO.,O
26803,X51006334926,10,03-6156-2180,O
26804,X51006334926,11,TAX,O
26805,X51006334926,11,INVOICE,O
26806,X51006334926,12,MFY,O
26807,X51006334926,12,SIDE,O
26808,X51006334926,12,1,O
26809,X51006334926,13,INV#,O
26810,X51006334926,13,001780200112117,O
26811,X51006334926,14,ORD,O
26812,X51006334926,14,#64,O
26813,X51006334926,14,-REG,O
26814,X51006334926,14,#2-,O
26815,X51006334926,14,25/12/2016,B-date
26816,X51006334926,14,13:51:47,O
26817,X51006334926,15,THANK,O
26818,X51006334926,15,YOU,O
26819,X51006334926,15,AND,O
26820,X51006334926,15,PLEASE,O
26821,X51006334926,15,COME,O
26822,X51006334926,15,AGAIN.,O
26823,X51006334926,16,QTY,O
26824,X51006334926,16,ITEM,O
26825,X51006334926,17,TOTAL,O
26826,X51006334926,18,2,O
26827,X51006334926,18,L,O
26828,X51006334926,18,FILETOFISH,O
26829,X51006334926,19,21.18,O
26830,X51006334926,20,2,O
26831,X51006334926,20,L,O
26832,X51006334926,20,COKE,O
26833,X51006334926,21,NO,O
26834,X51006334926,21,ICE,O
26835,X51006334926,22,2,O
26836,X51006334926,22,L,O
26837,X51006334926,22,FRIES,O
26838,X51006334926,23,1,O
26839,X51006334926,23,6NUGGETS,O
26840,X51006334926,24,7.10,O
26841,X51006334926,25,1,O
26842,X51006334926,25,BARBECUE,O
26843,X51006334926,25,SAUCE,O
26844,X51006334926,26,1,O
26845,X51006334926,26,SAMLL,O
26846,X51006334926,26,CONE,O
26847,X51006334926,27,1.00,O
26848,X51006334926,28,EAT-IN,O
26849,X51006334926,28,TOTAL,O
26850,X51006334926,28,(INCL,O
26851,X51006334926,28,GST),O
26852,X51006334926,29,29.28,O
26853,X51006334926,30,ROUNDING,O
26854,X51006334926,30,ADJUST,O
26855,X51006334926,31,0.02,O
26856,X51006334926,32,TOTAL,O
26857,X51006334926,32,ROUNDED,O
26858,X51006334926,33,29.30,B-total
26859,X51006334926,34,CASH,O
26860,X51006334926,34,TENDERED,O
26861,X51006334926,35,50.00,O
26862,X51006334926,36,CHANGE,O
26863,X51006334926,37,20.70,O
26864,X51006334926,38,TOTAL,O
26865,X51006334926,38,INCLUDES,O
26866,X51006334926,38,6%,O
26867,X51006334926,38,GST,O
26868,X51006334926,39,1.66,O
26869,X51006334926,40,CUSTOMER,O
26870,X51006334926,40,SERVICE,O
26871,X51006334926,40,HOTLINE,O
26872,X51006334926,40,:,O
26873,X51006334926,40,03-2726-5600,O
26874,X51006335314,1,MEI,B-company
26875,X51006335314,1,LET,I-company
26876,X51006335314,1,RESTAURANT,I-company
26877,X51006335314,2,NO,B-address
26878,X51006335314,2,"2,",I-address
26879,X51006335314,2,JALAN,I-address
26880,X51006335314,2,BULAN,I-address
26881,X51006335314,2,BM,I-address
26882,X51006335314,2,"U5/BM,",I-address
26883,X51006335314,2,SEKSYEN,I-address
26884,X51006335314,2,"U5,",I-address
26885,X51006335314,3,40150,I-address
26886,X51006335314,3,SHAH,I-address
26887,X51006335314,3,"ALAM,",I-address
26888,X51006335314,3,SELANGOR,I-address
26889,X51006335314,4,TEL:,O
26890,X51006335314,4,03-7859,O
26891,X51006335314,4,9863,O
26892,X51006335314,5,NO,I-address
26893,X51006335314,5,GST:,O
26894,X51006335314,5,0010,O
26895,X51006335314,5,9273,O
26896,X51006335314,5,4976,O
26897,X51006335314,6,TAX,O
26898,X51006335314,6,INVOICE,O
26899,X51006335314,7,TABLE,O
26900,X51006335314,8,:,O
26901,X51006335314,8,08,O
26902,X51006335314,9,BILL,O
26903,X51006335314,9,NO:,O
26904,X51006335314,10,CASHIER:,O
26905,X51006335314,11,BILL,O
26906,X51006335314,11,DT:,O
26907,X51006335314,12,22/01/2017,B-date
26908,X51006335314,12,09:09:16,O
26909,X51006335314,12,PM,O
26910,X51006335314,13,RM,O
26911,X51006335314,14,1,O
26912,X51006335314,15,TALAPIA,O
26913,X51006335314,15,-,O
26914,X51006335314,15,DEEP,O
26915,X51006335314,15,FRIED,O
26916,X51006335314,15,WITH,O
26917,X51006335314,15,SWEET,O
26918,X51006335314,15,&,O
26919,X51006335314,16,40.00,O
26920,X51006335314,16,SR,O
26921,X51006335314,17,00015047,O
26922,X51006335314,17,/,O
26923,X51006335314,17,10P01,O
26924,X51006335314,18,C14,O
26925,X51006335314,19,1,O
26926,X51006335314,20,BRAISED,O
26927,X51006335314,20,PORK,O
26928,X51006335314,20,BELLY,O
26929,X51006335314,20,WITH,O
26930,X51006335314,20,BITTER,O
26931,X51006335314,20,GO,O
26932,X51006335314,21,18.00,O
26933,X51006335314,21,SR,O
26934,X51006335314,22,ADMINISTRATOR,O
26935,X51006335314,23,K17,O
26936,X51006335314,24,(S),O
26937,X51006335314,25,3,O
26938,X51006335314,26,WATER,O
26939,X51006335314,26,/,O
26940,X51006335314,26,TEA,O
26941,X51006335314,26,@0.50,O
26942,X51006335314,27,1.50,O
26943,X51006335314,27,SR,O
26944,X51006335314,28,(M),O
26945,X51006335314,29,3,O
26946,X51006335314,30,RICE,O
26947,X51006335314,30,(L),O
26948,X51006335314,30,@1.50,O
26949,X51006335314,31,4.50,O
26950,X51006335314,31,SR,O
26951,X51006335314,32,THANK,O
26952,X51006335314,32,"YOU,",O
26953,X51006335314,32,PLEASE,O
26954,X51006335314,32,COME,O
26955,X51006335314,32,AGAIN,O
26956,X51006335314,33,(L),O
26957,X51006335314,34,8,O
26958,X51006335314,35,SUB,O
26959,X51006335314,35,TOTAL,O
26960,X51006335314,36,64.00,O
26961,X51006335314,37,GST,O
26962,X51006335314,37,6%,O
26963,X51006335314,38,3.84,O
26964,X51006335314,39,ROUNDING,O
26965,X51006335314,39,ADJ,O
26966,X51006335314,40,0.01,O
26967,X51006335314,41,NET,O
26968,X51006335314,41,TOTAL,O
26969,X51006335314,42,67.85,B-total
26970,X51006335314,43,CASH,O
26971,X51006335314,44,100.00,O
26972,X51006335314,45,CHANGE,O
26973,X51006335314,46,32.15,O
26974,X51006335314,47,TAX,O
26975,X51006335314,47,SUMMARY,O
26976,X51006335314,48,AMOUNT,O
26977,X51006335314,49,TAX,O
26978,X51006335314,50,SR,O
26979,X51006335314,50,GST,O
26980,X51006335314,50,6%,O
26981,X51006335314,51,64.00,O
26982,X51006335314,52,3.84,O
27072,X51006335552,1,YONG,B-company
27073,X51006335552,1,SOON,I-company
27074,X51006335552,1,FATT,I-company
27075,X51006335552,1,S/B,I-company
27076,X51006335552,1,(81497-P),O
27077,X51006335552,2,LOT,B-address
27078,X51006335552,2,"1504,",I-address
27079,X51006335552,2,BATU,I-address
27080,X51006335552,2,8,I-address
27081,X51006335552,2,"1/2,",I-address
27082,X51006335552,2,JALAN,I-address
27083,X51006335552,2,KLANG,I-address
27084,X51006335552,2,"LAMA,",I-address
27085,X51006335552,3,46000,I-address
27086,X51006335552,3,PETALING,I-address
27087,X51006335552,3,"JAYA,",I-address
27088,X51006335552,3,SELANGOR.,I-address
27089,X51006335552,4,TEL,O
27090,X51006335552,4,:,O
27091,X51006335552,4,016-2014209,O
27092,X51006335552,5,GST,O
27093,X51006335552,5,REG,O
27094,X51006335552,5,NO,O
27095,X51006335552,5,:,O
27096,X51006335552,5,000788250624,O
27097,X51006335552,6,TAX,O
27098,X51006335552,6,INVOICE,O
27099,X51006335552,7,DESC,O
27100,X51006335552,7,QTY,O
27101,X51006335552,8,PRICE,O
27102,X51006335552,8,AMOUNT,O
27103,X51006335552,9,GST,O
27104,X51006335552,9,SUMMARY,O
27105,X51006335552,10,TAXCODE,O
27106,X51006335552,11,(RM),O
27107,X51006335552,12,(RM),O
27108,X51006335552,13,011100029,O
27109,X51006335552,14,KCL,O
27110,X51006335552,14,SOH,O
27111,X51006335552,14,HOON,O
27112,X51006335552,14,5KG,O
27113,X51006335552,15,1,O
27114,X51006335552,15,CTN,O
27115,X51006335552,16,31.50,O
27116,X51006335552,17,31.50,O
27117,X51006335552,17,SR,O
27118,X51006335552,18,AMOUNT(RM),O
27119,X51006335552,19,070100004,O
27120,X51006335552,20,BAWANG,O
27121,X51006335552,20,PUTIH,O
27122,X51006335552,21,1,O
27123,X51006335552,21,KG,O
27124,X51006335552,22,37.50,O
27125,X51006335552,23,37.50,O
27126,X51006335552,23,ZRL,O
27127,X51006335552,24,TAX(RM),O
27128,X51006335552,25,51190030,O
27129,X51006335552,26,A1,O
27130,X51006335552,26,BIHUN,O
27131,X51006335552,26,ISTIMEWA,O
27132,X51006335552,26,3KG,O
27133,X51006335552,27,5,O
27134,X51006335552,27,PKT,O
27135,X51006335552,28,10.00,O
27136,X51006335552,29,50.00,O
27137,X51006335552,29,ZRL,O
27138,X51006335552,30,SR,O
27139,X51006335552,30,6,O
27140,X51006335552,30,%,O
27141,X51006335552,31,010400058,O
27142,X51006335552,32,ABC,O
27143,X51006335552,32,TEPUNG,O
27144,X51006335552,32,UBI,O
27145,X51006335552,32,KAYU,O
27146,X51006335552,32,1KG,O
27147,X51006335552,33,1,O
27148,X51006335552,33,CTN,O
27149,X51006335552,34,27.00,O
27150,X51006335552,35,27.00,O
27151,X51006335552,35,ZRL,O
27152,X51006335552,36,435.28,O
27153,X51006335552,37,50100010,O
27154,X51006335552,38,LIMA,O
27155,X51006335552,38,GAJAH,O
27156,X51006335552,38,TEPUNG,O
27157,X51006335552,38,BERAS,O
27158,X51006335552,38,500,O
27159,X51006335552,39,1,O
27160,X51006335552,39,CTN,O
27161,X51006335552,40,26.80,O
27162,X51006335552,41,26.80,O
27163,X51006335552,41,ZRL,O
27164,X51006335552,42,26.12,O
27165,X51006335552,43,012700007,O
27166,X51006335552,44,ALISHAN,O
27167,X51006335552,44,YOUNG,O
27168,X51006335552,44,CORN,O
27169,X51006335552,44,425GM,O
27170,X51006335552,45,1,O
27171,X51006335552,45,CTN,O
27172,X51006335552,46,52.00,O
27173,X51006335552,47,52.00,O
27174,X51006335552,47,SR,O
27175,X51006335552,48,ZRL,O
27176,X51006335552,48,0,O
27177,X51006335552,48,%,O
27178,X51006335552,49,01270100,O
27179,X51006335552,50,NEW,O
27180,X51006335552,50,SUN,O
27181,X51006335552,50,BUTTON,O
27182,X51006335552,50,MUSHROOM,O
27183,X51006335552,50,425,O
27184,X51006335552,51,1,O
27185,X51006335552,51,CTN,O
27186,X51006335552,52,58.00,O
27187,X51006335552,53,58.00,O
27188,X51006335552,53,SR,O
27189,X51006335552,54,297.30,O
27190,X51006335552,55,0010,O
27191,X51006335552,56,RAMBUTAN,O
27192,X51006335552,56,BERAS,O
27193,X51006335552,56,SST,O
27194,X51006335552,56,5%,O
27195,X51006335552,56,10KG,O
27196,X51006335552,57,6,O
27197,X51006335552,57,PKT,O
27198,X51006335552,58,26.00,O
27199,X51006335552,59,156.00,O
27200,X51006335552,59,ZRL,O
27201,X51006335552,60,0.00,O
27202,X51006335552,61,50460020,O
27203,X51006335552,62,DAIRY,O
27204,X51006335552,62,CHAMP,O
27205,X51006335552,62,EVAP,O
27206,X51006335552,62,390GM,O
27207,X51006335552,63,1,O
27208,X51006335552,63,CTN,O
27209,X51006335552,64,113.90,O
27210,X51006335552,65,113.90,O
27211,X51006335552,65,SR,O
27212,X51006335552,66,C01099379,O
27213,X51006335552,67,010700098,O
27214,X51006335552,68,LIFE,O
27215,X51006335552,68,SOS,O
27216,X51006335552,68,CILI,O
27217,X51006335552,68,340GM,O
27218,X51006335552,69,1,O
27219,X51006335552,69,CTN,O
27220,X51006335552,70,63.60,O
27221,X51006335552,71,63.60,O
27222,X51006335552,71,SR,O
27223,X51006335552,72,6/2/2017,B-date
27224,X51006335552,72,12:42,O
27225,X51006335552,72,PM,O
27226,X51006335552,73,010700060,O
27227,X51006335552,74,MAGGI,O
27228,X51006335552,74,SOS,O
27229,X51006335552,74,TOMATO,O
27230,X51006335552,74,325GM,O
27231,X51006335552,75,1,O
27232,X51006335552,75,CTN,O
27233,X51006335552,76,62.20,O
27234,X51006335552,77,62.20,O
27235,X51006335552,77,SR,O
27236,X51006335552,78,T02,O
27237,X51006335552,79,010700031,O
27238,X51006335552,80,LIFE,O
27239,X51006335552,80,SOS,O
27240,X51006335552,80,CILI,O
27241,X51006335552,80,500GM,O
27242,X51006335552,81,1,O
27243,X51006335552,81,CTN,O
27244,X51006335552,82,41.20,O
27245,X51006335552,83,41.20,O
27246,X51006335552,83,SR,O
27247,X51006335552,84,2002,O
27248,X51006335552,85,010700057,O
27249,X51006335552,86,MAGGI,O
27250,X51006335552,86,SOS,O
27251,X51006335552,86,TOMATO,O
27252,X51006335552,86,475GM,O
27253,X51006335552,87,1,O
27254,X51006335552,87,CTN,O
27255,X51006335552,88,39.00,O
27256,X51006335552,89,39.00,O
27257,X51006335552,89,SR,O
27258,X51006335552,90,1.30,O
27259,X51006335552,91,TOTAL,O
27260,X51006335552,91,INC.,O
27261,X51006335552,91,GST,O
27262,X51006335552,92,6%:,O
27263,X51006335552,93,758.70,B-total
27264,X51006335552,94,ROUNDING,O
27265,X51006335552,94,ADJUSTMENT:,O
27266,X51006335552,95,0.00,O
27267,X51006335552,96,FINAL,O
27268,X51006335552,96,TOTAL,O
27269,X51006335552,97,:,O
27270,X51006335552,98,758.70,O
27271,X51006335552,99,CASH,O
27272,X51006335552,100,:,O
27273,X51006335552,101,760.00,O
27274,X51006335552,102,CHANGE,O
27275,X51006335552,103,:,O
27276,X51006349086,1,AMPANG,B-company
27277,X51006349086,1,210,I-company
27278,X51006349086,2,FIRST,I-company
27279,X51006349086,2,CITY,I-company
27280,X51006349086,2,PARKING,I-company
27281,X51006349086,2,SDN,I-company
27282,X51006349086,2,BHD,I-company
27283,X51006349086,3,(961394-X),O
27284,X51006349086,4,A-09-10,B-address
27285,X51006349086,4,AVENUE,I-address
27286,X51006349086,5,THE,I-address
27287,X51006349086,5,"TUBE,",I-address
27288,X51006349086,5,"1/39,",I-address
27289,X51006349086,5,DATARAN,I-address
27290,X51006349086,6,47301,I-address
27291,X51006349086,6,PETALING,I-address
27292,X51006349086,6,JAYA,I-address
27293,X51006349086,7,SELANGOR,I-address
27294,X51006349086,7,DE,I-address
27295,X51006349086,8,(GST,O
27296,X51006349086,8,ID,O
27297,X51006349086,8,NO,O
27298,X51006349086,8,:,O
27299,X51006349086,8,001656262656),O
27300,X51006349086,9,TEL,O
27301,X51006349086,9,:,O
27302,X51006349086,9,03-7887,O
27303,X51006349086,9,2622,O
27304,X51006349086,10,TAX,O
27305,X51006349086,10,INVOICE,O
27306,X51006349086,11,/S,O
27307,X51006349086,11,#03,O
27308,X51006349086,12,A,O
27309,X51006349086,13,INV-NO.2003160418000001,O
27310,X51006349086,14,/D,O
27311,X51006349086,14,#22,O
27312,X51006349086,15,TICKET,O
27313,X51006349086,15,NO.071811,O
27314,X51006349086,16,ENTRY,O
27315,X51006349086,16,TIME,O
27316,X51006349086,17,16/04/2018,B-date
27317,X51006349086,17,(MON),O
27318,X51006349086,18,8:21,O
27319,X51006349086,19,PAID,O
27320,X51006349086,19,TIME,O
27322,X51006349086,20,(MON),O
27323,X51006349086,21,9:49,O
27324,X51006349086,22,PARKING,I-company
27325,X51006349086,22,TIME,O
27326,X51006349086,23,1:28,O
27327,X51006349086,24,PARKING,I-company
27328,X51006349086,24,FEE,O
27329,X51006349086,25,RATE,O
27330,X51006349086,25,A,O
27331,X51006349086,26,RM7.00,B-total
27332,X51006349086,27,AMOUNT,O
27333,X51006349086,28,RM6.60,O
27334,X51006349086,29,ST(INCLUDED),O
27335,X51006349086,30,RM0.40,O
27336,X51006349086,31,TOTAL,O
27337,X51006349086,32,RM7.00,O
27338,X51006349086,33,PAID,O
27339,X51006349086,34,RM7.00,O
27340,X51006349086,35,CHANGE,O
27341,X51006349086,36,RM0.00,O
27342,X51006349086,37,INCLUSIVE,O
27343,X51006349086,37,6%,O
27344,X51006349086,37,GST,O
27345,X51006349086,38,THANK,O
27346,X51006349086,38,YOU,O
27347,X51006349086,39,6.00,O
27348,X51006349086,39,%,O
27349,X51006350750,1,GL,B-company
27350,X51006350750,1,HANDICRAFT,I-company
27351,X51006350750,1,&,I-company
27352,X51006350750,1,TAII,I-company
27353,X51006350750,1,ORING,I-company
27354,X51006350750,2,"19,",B-address
27355,X51006350750,2,"KANCIL,",I-address
27356,X51006350750,3,OFF,I-address
27357,X51006350750,3,"PUDU,",I-address
27358,X51006350750,4,55100,I-address
27359,X51006350750,4,KUALA,I-address
27360,X51006350750,4,LUMPUR,I-address
27361,X51006350750,5,MALAYSIA,I-address
27362,X51006350750,6,COMPANY,O
27363,X51006350750,6,REG,O
27364,X51006350750,6,NO.,O
27365,X51006350750,6,:75495-W,O
27366,X51006350750,7,GST,O
27367,X51006350750,7,REG,O
27368,X51006350750,7,NO.,O
27369,X51006350750,7,:001948532736,O
27370,X51006350750,8,TAX,O
27371,X51006350750,8,INVOICE,O
27372,X51006350750,9,INVOICE,O
27373,X51006350750,9,NO.:,O
27374,X51006350750,10,CS,O
27375,X51006350750,10,10090,O
27376,X51006350750,11,DATE,O
27377,X51006350750,11,:,O
27378,X51006350750,12,27/03/2018,B-date
27379,X51006350750,12,16:34,O
27380,X51006350750,13,CASHIER,O
27381,X51006350750,13,#:,O
27382,X51006350750,14,01,O
27383,X51006350750,15,RM,O
27384,X51006350750,16,CODE,O
27385,X51006350750,17,NONA,O
27386,X51006350750,17,M,O
27387,X51006350750,17,ACRYIC,O
27388,X51006350750,17,YARN,O
27389,X51006350750,18,10.00,O
27390,X51006350750,18,PKTS,O
27391,X51006350750,19,X,O
27392,X51006350750,20,13.00,O
27393,X51006350750,21,130.00,B-total
27394,X51006350750,22,SR,O
27395,X51006350750,23,SUBTOTAL,O
27396,X51006350750,23,:,O
27397,X51006350750,24,130.00,O
27398,X51006350750,25,TOTAL,O
27399,X51006350750,25,EXCL.,O
27400,X51006350750,25,OF,O
27401,X51006350750,25,GST,O
27402,X51006350750,26,122.64,O
27403,X51006350750,27,TOTAL,O
27404,X51006350750,27,INCL.,O
27405,X51006350750,27,OF,O
27406,X51006350750,27,GST,O
27407,X51006350750,28,130.00,O
27408,X51006350750,29,TOTAL,O
27409,X51006350750,29,AMT,O
27410,X51006350750,29,ROUNDED,O
27411,X51006350750,30,130.00,O
27412,X51006350750,31,PAYMENT,O
27413,X51006350750,31,:,O
27414,X51006350750,32,130.00,O
27415,X51006350750,33,CHANGE,O
27416,X51006350750,33,DUE,O
27417,X51006350750,33,:,O
27418,X51006350750,34,0.00,O
27419,X51006350750,35,TOTAL,O
27420,X51006350750,35,ITEM(S),O
27421,X51006350750,35,:,O
27422,X51006350750,35,10,O
27423,X51006350750,36,GST,O
27424,X51006350750,36,SUMMARY,O
27425,X51006350750,37,AMOUNT(RM),O
27426,X51006350750,38,TAX(RM),O
27427,X51006350750,39,SR,O
27428,X51006350750,40,@,O
27429,X51006350750,40,6%,O
27430,X51006350750,41,122.64,O
27431,X51006350750,42,7.36,O
27432,X51006350750,43,THANK,O
27433,X51006350750,43,YOU,O
27434,X51006350750,44,PLEASE,O
27435,X51006350750,44,COME,O
27436,X51006350750,44,AGAIN,O
27437,X51006350763,1,GL,B-company
27438,X51006350763,1,HANDICRAFT,I-company
27439,X51006350763,1,&,I-company
27440,X51006350763,1,TAII,I-company
27441,X51006350763,1,ORING,I-company
27442,X51006350763,2,"19,",B-address
27443,X51006350763,2,"KANCIL,",I-address
27444,X51006350763,3,OFF,I-address
27445,X51006350763,3,"PUDU,",I-address
27446,X51006350763,4,55100,I-address
27447,X51006350763,4,KUALA,I-address
27448,X51006350763,4,LUMPUR,I-address
27449,X51006350763,5,MALAYSIA,I-address
27450,X51006350763,6,COMPANY,O
27451,X51006350763,6,REG,O
27452,X51006350763,6,NO.,O
27453,X51006350763,6,:75495-W,O
27454,X51006350763,7,GST,O
27455,X51006350763,7,REG,O
27456,X51006350763,7,NO.,O
27457,X51006350763,7,:001948532736,O
27458,X51006350763,8,TAX,O
27459,X51006350763,8,INVOICE,O
27460,X51006350763,9,INVOICE,O
27461,X51006350763,9,NO.:,O
27462,X51006350763,10,CS,O
27463,X51006350763,10,10217,O
27464,X51006350763,11,DATE,O
27465,X51006350763,11,:,O
27466,X51006350763,12,09/04/2018,B-date
27467,X51006350763,12,10:52,O
27468,X51006350763,13,CASHIER,O
27469,X51006350763,13,#:,O
27470,X51006350763,14,01,O
27471,X51006350763,15,RM,O
27472,X51006350763,16,CODE,O
27473,X51006350763,17,NONA,O
27474,X51006350763,17,M,O
27475,X51006350763,17,ACRYIC,O
27476,X51006350763,17,YARN,O
27477,X51006350763,18,8.00,O
27478,X51006350763,18,PKTS,O
27479,X51006350763,19,X,O
27480,X51006350763,20,13.00,O
27481,X51006350763,21,104.00,B-total
27482,X51006350763,22,SR,O
27483,X51006350763,23,SUBTOTAL,O
27484,X51006350763,23,:,O
27485,X51006350763,24,104.00,O
27486,X51006350763,25,TOTAL,O
27487,X51006350763,25,EXCL.,O
27488,X51006350763,25,OF,O
27489,X51006350763,25,GST,O
27490,X51006350763,26,98.11,O
27491,X51006350763,27,TOTAL,O
27492,X51006350763,27,INCL.,O
27493,X51006350763,27,OF,O
27494,X51006350763,27,GST,O
27495,X51006350763,28,104.00,O
27496,X51006350763,29,TOTAL,O
27497,X51006350763,29,AMT,O
27498,X51006350763,29,ROUNDED,O
27499,X51006350763,30,104.00,O
27500,X51006350763,31,PAYMENT,O
27501,X51006350763,31,:,O
27502,X51006350763,32,104.00,O
27503,X51006350763,33,CHANGE,O
27504,X51006350763,33,DUE,O
27505,X51006350763,33,:,O
27506,X51006350763,34,0.00,O
27507,X51006350763,35,TOTAL,O
27508,X51006350763,35,ITEM(S),O
27509,X51006350763,35,:,O
27510,X51006350763,35,8,O
27511,X51006350763,36,GST,O
27512,X51006350763,36,SUMMARY,O
27513,X51006350763,37,AMOUNT(RM),O
27514,X51006350763,38,TAX(RM),O
27515,X51006350763,39,SR,O
27516,X51006350763,40,@,O
27517,X51006350763,40,6%,O
27518,X51006350763,41,98.11,O
27519,X51006350763,42,5.89,O
27520,X51006350763,43,THANK,O
27521,X51006350763,43,YOU,O
27522,X51006350763,44,PLEASE,O
27523,X51006350763,44,COME,O
27524,X51006350763,44,AGAIN,O
27525,X51006387740,1,ARTRANGE,B-company
27526,X51006387740,1,STATIONERS,I-company
27527,X51006387740,1,&,I-company
27528,X51006387740,1,PRINT,I-company
27529,X51006387740,1,SDN,I-company
27530,X51006387740,1,BHD,I-company
27531,X51006387740,2,(1122327-U),O
27532,X51006387740,3,44,B-address
27533,X51006387740,3,JALAN,I-address
27534,X51006387740,3,SS21/58,I-address
27535,X51006387740,3,DAMANSARA,I-address
27536,X51006387740,3,UTAMA,I-address
27537,X51006387740,4,47400,I-address
27538,X51006387740,4,PETALING,I-address
27539,X51006387740,4,JAYA,I-address
27540,X51006387740,5,TEL,O
27541,X51006387740,5,:,O
27542,X51006387740,5,03-77271129,O
27543,X51006387740,6,GST,O
27544,X51006387740,6,ID,O
27545,X51006387740,6,:,O
27546,X51006387740,6,001725239296,O
27547,X51006387740,7,TAX,O
27548,X51006387740,7,INVOICE,O
27549,X51006387740,8,CASH,O
27550,X51006387740,9,RECEIPT,O
27551,X51006387740,9,#:,O
27552,X51006387740,9,CS00058574,O
27553,X51006387740,10,DATE:,O
27554,X51006387740,10,10/04/2017,B-date
27555,X51006387740,11,CASHIER:,O
27556,X51006387740,11,USER,O
27557,X51006387740,12,TIME,O
27558,X51006387740,12,15:23:00,O
27559,X51006387740,13,SALESPERSON:,O
27560,X51006387740,14,REF.,O
27561,X51006387740,14,:,O
27562,X51006387740,15,ITEM,O
27563,X51006387740,16,QTY,O
27564,X51006387740,17,S/PRICE,O
27565,X51006387740,18,AMOUNT,O
27566,X51006387740,19,TAX,O
27567,X51006387740,20,3474370026019,O
27568,X51006387740,21,2,O
27569,X51006387740,22,7.70,O
27570,X51006387740,23,15.40,B-total
27571,X51006387740,24,SR,O
27572,X51006387740,25,PENTEL,O
27573,X51006387740,25,CORRECTION,O
27574,X51006387740,25,PEN,O
27575,X51006387740,25,18ML,O
27576,X51006387740,25,ZLC1-W,O
27577,X51006387740,26,TOT,O
27578,X51006387740,26,QTY:,O
27579,X51006387740,27,2,O
27580,X51006387740,28,15.40,O
27581,X51006387740,29,TOTAL,O
27582,X51006387740,29,SALES,O
27583,X51006387740,29,(EXCLUDING,O
27584,X51006387740,29,GST),O
27585,X51006387740,29,:,O
27586,X51006387740,30,14.53,O
27587,X51006387740,31,DISCOUN,O
27588,X51006387740,31,:,O
27589,X51006387740,32,TOTAL,O
27590,X51006387740,32,GST,O
27591,X51006387740,32,:,O
27592,X51006387740,33,ROUNDING,O
27593,X51006387740,33,:,O
27594,X51006387740,34,TOTAL,O
27595,X51006387740,34,SALES,O
27596,X51006387740,34,(INCLUSIVE,O
27597,X51006387740,34,OF,O
27598,X51006387740,34,GST),O
27599,X51006387740,34,:,O
27600,X51006387740,35,CASH,O
27601,X51006387740,35,:,O
27602,X51006387740,36,CHANGE,O
27603,X51006387740,36,:,O
27604,X51006387740,37,0.00,O
27605,X51006387740,38,0.87,O
27606,X51006387740,39,0.00,O
27607,X51006387740,40,15.40,O
27608,X51006387740,41,50.00,O
27609,X51006387740,42,34.60,O
27610,X51006387740,43,GST,O
27611,X51006387740,43,SUMMARY,O
27612,X51006387740,44,TAX,O
27613,X51006387740,44,CODE,O
27614,X51006387740,45,%,O
27615,X51006387740,46,AMT,O
27616,X51006387740,46,(RM),O
27617,X51006387740,47,TAX,O
27618,X51006387740,47,(RM),O
27619,X51006387740,48,SR,O
27620,X51006387740,49,6,O
27621,X51006387740,50,14.53,O
27622,X51006387740,51,0.87,O
27623,X51006387740,52,0.87,O
27624,X51006387740,53,14.53,O
27625,X51006387740,54,TOTAL,O
27626,X51006387740,54,:,O
27627,X51006387740,55,GOODS,O
27628,X51006387740,55,SOLD,O
