,doc,line_id,value,entity
14295,X51005677335,30,SR,O
14296,X51005677335,31,2,O
14297,X51005677335,32,18.02,O
14298,X51005677335,33,36.04,O
14299,X51005677335,34,SR,O
14300,X51005677335,35,TOTAL,O
14301,X51005677335,35,QTY:,O
14302,X51005677335,36,8,O
14303,X51005677335,37,74.20,total-B
14304,X51005677335,38,TOTAL,O
14305,X51005677335,38,SALES,O
14306,X51005677335,38,(EXCLUDING,O
14307,X51005677335,38,GST),O
14308,X51005677335,38,:,O
14309,X51005677335,39,70.00,O
14310,X51005677335,40,DISCOUNT,O
14311,X51005677335,40,:,O
14312,X51005677335,41,0.00,O
14313,X51005677335,42,TOTAL,O
14314,X51005677335,42,GST,O
14315,X51005677335,42,:,O
14316,X51005677335,43,4.20,O
14317,X51005677335,44,ROUNDING,O
14318,X51005677335,44,:,O
14319,X51005677335,45,0.00,O
14320,X51005677335,46,TOTAL,O
14321,X51005677335,46,SALES,O
14322,X51005677335,46,(INCLUSIVE,O
14323,X51005677335,46,OF,O
14324,X51005677335,46,GST),O
14325,X51005677335,46,:,O
14326,X51005677335,47,74.20,total-B
14327,X51005677335,48,CASH,O
14328,X51005677335,48,:,O
14329,X51005677335,49,74.20,total-B
14330,X51005677335,50,CHANGE,O
14331,X51005677335,50,:,O
14332,X51005677335,51,0.00,O
14333,X51005677335,52,GST,O
14334,X51005677335,52,SUMMARY,O
14335,X51005677335,53,TAX,O
14336,X51005677335,53,CODE,O
14337,X51005677335,54,%,O
14338,X51005677335,55,AMT(RM),O
14339,X51005677335,56,TAX,O
14340,X51005677335,56,(RM),O
14341,X51005677335,57,SR,O
14342,X51005677335,58,6,O
14343,X51005677335,59,70.00,O
14344,X51005677335,60,4.20,O
14345,X51005677335,61,TOTAL,O
14346,X51005677335,61,:,O
14347,X51005677335,62,70.00,O
14348,X51005677335,63,4.20,O
14349,X51005677335,64,GOODS,O
14350,X51005677335,64,SOLD,O
14351,X51005677335,64,ARE,O
14352,X51005677335,64,NOT,O
14353,X51005677335,64,"RETURNABLE,",O
14354,X51005677335,64,THANK,O
14355,X51005677335,64,YOU.,O
14356,X51005677339,1,BEYOND,company-B
14357,X51005677339,1,BROTHERS,company-I
14358,X51005677339,1,HARDWARE,company-I
14359,X51005677339,2,(872981-V),O
14360,X51005677339,3,LOT,address-B
14361,X51005677339,3,"1-0-2,",address-I
14362,X51005677339,3,1/50.,O
14363,X51005677339,4,DIAMOND,address-B
14364,X51005677339,4,SQUARE.,O
14365,X51005677339,5,OFF,address-B
14366,X51005677339,5,GOMBAK,address-I
14367,X51005677339,6,53000,address-I
14368,X51005677339,6,KUALA,address-I
14369,X51005677339,6,LUMPUR,address-I
14370,X51005677339,7,TEL:,O
14371,X51005677339,7,03-40211233,O
14372,X51005677339,8,FAX:,O
14373,X51005677339,8,03-40223233,O
14374,X51005677339,9,IVAN_KONG12@HOTMAIL.COM,O
14375,X51005677339,10,GST,O
14376,X51005677339,10,ID:,O
14377,X51005677339,10,001921974,O
14378,X51005677339,11,TAX,O
14379,X51005677339,11,INVOICE,O
14380,X51005677339,12,DOC,O
14381,X51005677339,12,NO:,O
14382,X51005677339,13,:,O
14383,X51005677339,13,CS00065374,O
14384,X51005677339,14,DATE:,O
14385,X51005677339,14,05/02/2018,date-B
14386,X51005677339,15,CASHIER,O
14387,X51005677339,16,:,O
14388,X51005677339,16,USER,O
14389,X51005677339,17,TIME:,O
14390,X51005677339,17,11:14:00,O
14391,X51005677339,18,SALESPERSON,O
14392,X51005677339,18,:,O
14393,X51005677339,19,REF.:,O
14394,X51005677339,20,(GST),O
14395,X51005677339,21,(GST),O
14396,X51005677339,22,ITEM,O
14397,X51005677339,23,QTY,O
14398,X51005677339,24,S/PRICE,O
14399,X51005677339,25,S/PRICE,O
14400,X51005677339,26,AMOUNT,O
14401,X51005677339,27,TAX,O
14402,X51005677339,28,4432,O
14403,X51005677339,29,2,O
14404,X51005677339,30,30.00,O
14405,X51005677339,31,31.60,O
14406,X51005677339,32,63.50,O
14407,X51005677339,33,SR,O
14408,X51005677339,34,6,O
14409,X51005677339,34,GAL,O
14410,X51005677339,34,WHITE,O
14411,X51005677339,34,CONTAINER,O
14412,X51005677339,35,TOTAL,O
14413,X51005677339,35,QTY:,O
14414,X51005677339,36,2,O
14415,X51005677339,37,63.60,total-B
14416,X51005677339,38,TOTAL,O
14417,X51005677339,38,SALES,O
14418,X51005677339,38,(EXC,O
14419,X51005677339,38,G,O
14420,X51005677339,38,GST),O
14421,X51005677339,38,:,O
14422,X51005677339,39,60.00,O
14423,X51005677339,40,DISCOUNT,O
14424,X51005677339,40,:,O
14425,X51005677339,41,0.00,O
14426,X51005677339,42,TOTAL,O
14427,X51005677339,42,GST,O
14428,X51005677339,42,:,O
14429,X51005677339,43,3.60,O
14430,X51005677339,44,ROUNDING,O
14431,X51005677339,44,:,O
14432,X51005677339,45,0.00,O
14433,X51005677339,46,TOTAL,O
14434,X51005677339,46,SALES,O
14435,X51005677339,46,(INCLUSIVE,O
14436,X51005677339,46,OF,O
14437,X51005677339,46,GST),O
14438,X51005677339,46,:,O
14439,X51005677339,47,63.60,total-B
14440,X51005677339,48,CASH,O
14441,X51005677339,48,:,O
14442,X51005677339,49,63.60,total-B
14443,X51005677339,50,CHANGE,O
14444,X51005677339,50,:,O
14445,X51005677339,51,0.00,O
14446,X51005677339,52,GST,O
14447,X51005677339,52,SUMMARY,O
14448,X51005677339,53,TAX,O
14449,X51005677339,53,CODE,O
14450,X51005677339,54,%,O
14451,X51005677339,55,AMT,O
14452,X51005677339,55,(RM),O
14453,X51005677339,56,TAX,O
14454,X51005677339,56,(RM),O
14455,X51005677339,57,SR,O
14456,X51005677339,58,6,O
14457,X51005677339,59,60.00,O
14458,X51005677339,60,3.60,O
14459,X51005677339,61,TOTAL,O
14460,X51005677339,61,:,O
14461,X51005677339,62,60.00,O
14462,X51005677339,63,3.60,O
14463,X51005677339,64,GOODS,O
14464,X51005677339,64,SOLD,O
14465,X51005677339,64,ARE,O
14466,X51005677339,64,NOT,O
14467,X51005677339,64,RETRNABLE,O
14468,X51005677339,64,TH,O
14469,X51005685355,1,RESTORAN,company-B
14470,X51005685355,1,IBRAHIM,company-I
14471,X51005685355,1,MAJU,company-I
14472,X51005685355,1,SB,company-I
14473,X51005685355,2,"NO.2,",address-I
14474,X51005685355,2,GROUND,address-I
14475,X51005685355,2,"FLOOR,",address-I
14476,X51005685355,2,JALAN,address-I
14477,X51005685355,2,SENTRAL,address-I
14478,X51005685355,2,8,address-I
14479,X51005685355,3,TAMAN,address-I
14480,X51005685355,3,"SENTRAL,",address-I
14481,X51005685355,3,43000,address-I
14482,X51005685355,3,KAJANG,address-I
14483,X51005685355,4,SELANGOR,address-I
14484,X51005685355,4,DE,address-I
14485,X51005685355,5,TEL,O
14486,X51005685355,5,:,O
14487,X51005685355,5,03-87342689,O
14488,X51005685355,6,GST,O
14489,X51005685355,6,ID,O
14490,X51005685355,6,NO,O
14491,X51005685355,6,:,O
14492,X51005685355,6,000696532992,O
14493,X51005685355,7,TAX,O
14494,X51005685355,7,INVOICE,O
14495,X51005685355,8,INVOICE,O
14496,X51005685355,8,#,O
14497,X51005685355,9,TIME,O
14498,X51005685355,10,:19/03/2018,O
14499,X51005685355,10,03:43:44,O
14500,X51005685355,10,PM,O
14501,X51005685355,11,CASHIER,O
14502,X51005685355,12,:,O
14503,X51005685355,12,JAHABA,O
14504,X51005685355,12,R,O
14505,X51005685355,12,ALI,O
14506,X51005685355,13,SELF,O
14507,X51005685355,13,SERVICE:,O
14508,X51005685355,13,1000,O
14509,X51005685355,14,QTY,O
14510,X51005685355,14,DESCRIPTION,O
14511,X51005685355,15,PRICE,O
14512,X51005685355,16,AMOUNT,O
14513,X51005685355,17,1,O
14514,X51005685355,18,1,O
14515,X51005685355,19,1,O
14516,X51005685355,20,MAKANAN,O
14517,X51005685355,21,MAKANAN,O
14518,X51005685355,22,MAKANAN,O
14519,X51005685355,23,2.30,O
14520,X51005685355,24,1.40,O
14521,X51005685355,25,1.60,O
14522,X51005685355,26,2.30,O
14523,X51005685355,26,S,O
14524,X51005685355,27,1.40,O
14525,X51005685355,27,S,O
14526,X51005685355,28,1.60,O
14527,X51005685355,28,S,O
14528,X51005685355,29,SUB,O
14529,X51005685355,29,TOTAL,O
14530,X51005685355,29,INCL.,O
14531,X51005685355,29,GST,O
14532,X51005685355,30,RM,O
14533,X51005685355,31,5.30,total-B
14534,X51005685355,32,ROUND,O
14535,X51005685355,32,ADJUSTMT,O
14536,X51005685355,33,RM,O
14537,X51005685355,34,0.00,O
14538,X51005685355,35,TOTAL,O
14539,X51005685355,36,RM,O
14540,X51005685355,37,5.30,total-B
14541,X51005685355,38,PAYMENT,O
14542,X51005685355,38,CASH,O
14543,X51005685355,39,RM,O
14544,X51005685355,40,10.00,O
14545,X51005685355,41,CHANGE,O
14546,X51005685355,42,RM,O
14547,X51005685355,43,4.70,O
14548,X51005685355,44,GST,O
14549,X51005685355,44,6%,O
14550,X51005685355,44,PAID,O
14551,X51005685355,45,RM,O
14552,X51005685355,46,0.30,O
14553,X51005685355,47,GST,O
14554,X51005685355,47,ANALYSIS,O
14555,X51005685355,48,AMT,O
14556,X51005685355,48,(RM),O
14557,X51005685355,49,TAX,O
14558,X51005685355,49,(RM),O
14559,X51005685355,50,S,O
14560,X51005685355,50,=,O
14561,X51005685355,50,6%,O
14562,X51005685355,51,Z=0%,O
14563,X51005685355,52,5.00,O
14564,X51005685355,53,0.00,O
14565,X51005685355,54,0.30,O
14566,X51005685355,55,0.00,O
14567,X51005685355,56,19/03/2018,date-B
14568,X51005685355,56,03:44:03,O
14569,X51005685355,56,PM,O
14570,X51005685355,57,<THANK,O
14571,X51005685355,57,YOU>,O
14572,X51005685355,58,<PLEASE,O
14573,X51005685355,58,COME,O
14574,X51005685355,58,AGAIN>,O
14575,X51005685355,59,:,O
14576,X51005685355,59,1-161696,O
14577,X51005685355,60,3180301,O
14578,X51005685357,1,FARMASI,company-B
14579,X51005685357,1,MALURI,company-I
14580,X51005685357,1,S/B,company-I
14581,X51005685357,1,(587969-U),O
14582,X51005685357,2,GST,O
14583,X51005685357,2,NO:,O
14584,X51005685357,2,000342237184,O
14585,X51005685357,2,(ID:5033),O
14586,X51005685357,3,"23,",address-B
14587,X51005685357,3,JIN,address-I
14588,X51005685357,3,BURUNG,address-I
14589,X51005685357,3,"JENTAYU,",address-I
14590,X51005685357,3,TMN,address-I
14591,X51005685357,3,BUKIT,address-I
14592,X51005685357,4,"MALURI,",address-I
14593,X51005685357,4,"KEPONG,",address-I
14594,X51005685357,4,52100,address-I
14595,X51005685357,4,KL.,address-I
14596,X51005685357,5,TAX,O
14597,X51005685357,5,INVOICE,O
14598,X51005685357,6,CASHIER,O
14599,X51005685357,6,:,O
14600,X51005685357,6,POS1N,O
14601,X51005685357,7,M/C.,O
14602,X51005685357,7,ID,O
14603,X51005685357,7,:POS7,O
14604,X51005685357,8,RECEIPT,O
14605,X51005685357,8,:,O
14606,X51005685357,8,71857936,O
14607,X51005685357,9,02/03/18,date-B
14608,X51005685357,9,05:16,O
14609,X51005685357,9,PM,O
14610,X51005685357,10,DESCRIPTION,O
14611,X51005685357,11,DISC.,O
14612,X51005685357,12,SUBTOTAL,O
14613,X51005685357,13,061558,O
14614,X51005685357,13,-,O
14615,X51005685357,13,**BMS,O
14616,X51005685357,13,MILK,O
14617,X51005685357,13,THISTLE,O
14618,X51005685357,14,1,O
14619,X51005685357,14,X,O
14620,X51005685357,14,111.30,O
14621,X51005685357,15,36.75,O
14622,X51005685357,16,72.35,O
14623,X51005685357,16,S,O
14624,X51005685357,17,910845,O
14625,X51005685357,17,-,O
14626,X51005685357,17,TRILON-E,O
14627,X51005685357,17,CRM,O
14628,X51005685357,18,1,O
14629,X51005685357,18,X,O
14630,X51005685357,18,7.00,O
14631,X51005685357,19,7.00,O
14632,X51005685357,19,Z,O
14633,X51005685357,20,TOTAL,O
14634,X51005685357,20,(INCLUDING,O
14635,X51005685357,20,GST),O
14636,X51005685357,21,79.35,total-B
14637,X51005685357,22,ROUNDING,O
14638,X51005685357,23,NET,O
14639,X51005685357,24,TENOER,O
14640,X51005685357,25,CHANGE/BALANCE,O
14641,X51005685357,26,0.00,O
14642,X51005685357,27,79.35,total-B
14643,X51005685357,28,100.00,O
14644,X51005685357,29,20.65,O
14645,X51005685357,30,GST,O
14646,X51005685357,30,SUMMARY,O
14647,X51005685357,31,ZRL,O
14648,X51005685357,31,@0.00%,O
14649,X51005685357,32,SR,O
14650,X51005685357,32,@,O
14651,X51005685357,32,6.00%,O
14652,X51005685357,33,7.00,O
14653,X51005685357,34,68.25,O
14654,X51005685357,35,0.00,O
14655,X51005685357,36,4.10,O
14656,X51005685357,37,GOODS,O
14657,X51005685357,37,SOLD,O
14658,X51005685357,37,ARE,O
14659,X51005685357,37,NON-REFUNDABLE,O
14660,X51005685357,37,BUT,O
14661,X51005685357,38,EXCHANGEABLE,O
14662,X51005685357,38,WITHIN,O
14663,X51005685357,38,7,O
14664,X51005685357,38,DAYS,O
14665,X51005685357,38,WITH,O
14666,X51005685357,39,RECEIPT,O
14667,X51005685357,39,PLUS,O
14668,X51005685357,39,GOODS,O
14669,X51005685357,39,ARE,O
14670,X51005685357,39,IN,O
14671,X51005685357,40,RESALEABLE,O
14672,X51005685357,40,CONDITION.,O
14673,X51005685357,41,ALL,O
14674,X51005685357,41,FACE,O
14675,X51005685357,41,MASK,O
14676,X51005685357,41,&,O
14677,X51005685357,41,INJECTABLE,O
14678,X51005685357,41,ARE,O
14679,X51005685357,42,NON-RETURNABLE,O
14680,X51005685357,42,&,O
14681,X51005685357,42,NON,O
14682,X51005685357,42,-EXCHANGEABLE,O
14683,X51005685357,43,**SPECIAL,O
14684,X51005685357,43,PROMOTION,O
14685,X51005685357,44,AMT,O
14686,X51005685357,44,(EXCL.,O
14687,X51005685357,44,GST),O
14688,X51005685357,45,TAX,O
14689,X51005685357,45,(RM),O
14690,X51005685357,46,3180301,O
14691,X51005705722,1,ASO,company-B
14692,X51005705722,1,ELECTRICAL,company-I
14693,X51005705722,1,TRADING,company-I
14694,X51005705722,1,SDN,company-I
14695,X51005705722,1,BHD,company-I
14696,X51005705722,2,1000131-K,O
14697,X51005705722,3,NO,address-B
14698,X51005705722,3,"31G,",address-I
14699,X51005705722,3,JALAN,address-I
14700,X51005705722,3,SEPADU,address-I
14701,X51005705722,3,C,address-I
14702,X51005705722,3,"25/C,",address-I
14703,X51005705722,4,SECTION,address-I
14704,X51005705722,4,"25,",address-I
14705,X51005705722,4,TAMAN,address-I
14706,X51005705722,4,"INDUSTRIES,",address-I
14707,X51005705722,5,AXIS,address-I
14708,X51005705722,5,40400,address-I
14709,X51005705722,5,SHAH,address-I
14710,X51005705722,5,"ALAM,",address-I
14711,X51005705722,5,SELANGOR.,O
14712,X51005705722,6,"TEL:03-51221701,",O
14713,X51005705722,6,51313091,O
14714,X51005705722,7,GST,O
14715,X51005705722,7,NO,address-B
14716,X51005705722,7,:,O
14717,X51005705722,7,000683900928,O
14718,X51005705722,8,TAX,O
14719,X51005705722,8,INVOICE,O
14720,X51005705722,9,BILL,O
14721,X51005705722,9,TO:,O
14722,X51005705722,10,RECEIPT,O
14723,X51005705722,10,#:,O
14724,X51005705722,11,DATE:,O
14725,X51005705722,11,27/09/2017,date-B
14726,X51005705722,12,SALESPERSON:,O
14727,X51005705722,13,TIME:,O
14728,X51005705722,13,10:51:00,O
14729,X51005705722,14,CASHIER:,O
14730,X51005705722,14,USER,O
14731,X51005705722,15,(GST),O
14732,X51005705722,16,(GST),O
14733,X51005705722,17,ITEM,O
14734,X51005705722,18,QTY,O
14735,X51005705722,19,RSP,O
14736,X51005705722,20,RSP,O
14737,X51005705722,21,AMOUNT,O
14738,X51005705722,22,107636,O
14739,X51005705722,23,3,O
14740,X51005705722,24,78.00,O
14741,X51005705722,25,82.68,O
14742,X51005705722,26,248.04,O
14743,X51005705722,27,SR:,O
14744,X51005705722,27,HAGER,O
14745,X51005705722,27,"TIMER,",O
14746,X51005705722,27,24HRS,O
14747,X51005705722,27,POWER,O
14748,X51005705722,27,RESERVE,O
14749,X51005705722,28,TOT,O
14750,X51005705722,28,QTY:,O
14751,X51005705722,29,3,O
14752,X51005705722,30,248.04,O
14753,X51005705722,31,(EXCLUDED,O
14754,X51005705722,31,GST),O
14755,X51005705722,31,SUB,O
14756,X51005705722,31,TOTAL,O
14757,X51005705722,31,:,O
14758,X51005705722,32,234.00,O
14759,X51005705722,33,DISCOUNT,O
14760,X51005705722,33,:,O
14761,X51005705722,34,0.00,O
14762,X51005705722,35,TOTAL,O
14763,X51005705722,35,GST,O
14764,X51005705722,35,:,O
14765,X51005705722,36,14.04,O
14766,X51005705722,37,ROUNDING,O
14767,X51005705722,37,:,O
14768,X51005705722,38,0.01,O
14769,X51005705722,39,TOTAL,O
14770,X51005705722,39,:,O
14771,X51005705722,40,CASH,O
14772,X51005705722,40,:,O
14773,X51005705722,41,CHANGE,O
14774,X51005705722,41,:,O
14775,X51005705722,42,0.00,O
14776,X51005705722,43,GST,O
14777,X51005705722,43,SUMMARY,O
14778,X51005705722,44,TAX,O
14779,X51005705722,44,CODE,O
14780,X51005705722,45,%,O
14781,X51005705722,46,AMOUNT,O
14782,X51005705722,47,GST,O
14783,X51005705722,48,SR,O
14784,X51005705722,49,6,O
14785,X51005705722,50,234.00,O
14786,X51005705722,51,14.04,O
14787,X51005705722,52,TOTAL,O
14788,X51005705722,52,:,O
14789,X51005705722,53,234.00,O
14790,X51005705722,54,14.04,O
14791,X51005705722,55,GOODS,O
14792,X51005705722,55,SOLD,O
14793,X51005705722,55,ARE,O
14794,X51005705722,55,NOT,O
14795,X51005705722,55,"RETURNABLE,",O
14796,X51005705722,56,THANK,O
14797,X51005705722,56,YOU.,O
14798,X51005705722,57,248.05,total-B
14799,X51005705722,58,248.05,total-I
14800,X51005705722,59,FAX:,O
14801,X51005705722,59,03-51215716,O
14802,X51005705722,60,CS00087400,O
14803,X51005705760,1,MYDIN,O
14804,X51005705760,2,TRI,company-B
14805,X51005705760,2,SHAAS,company-I
14806,X51005705760,2,SDN,company-I
14807,X51005705760,2,BHD,company-I
14808,X51005705760,2,(728515-M),O
14809,X51005705760,3,MYDIN,O
14810,X51005705760,3,MART,O
14811,X51005705760,3,SRI,address-B
14812,X51005705760,3,MUDA,address-I
14813,X51005705760,4,"4-20,",address-I
14814,X51005705760,4,JALAN,address-I
14815,X51005705760,4,RIA,address-I
14816,X51005705760,4,25/62,address-I
14817,X51005705760,4,TAMAN,address-I
14818,X51005705760,4,SRI,address-I
14819,X51005705760,4,MUDA,address-I
14820,X51005705760,5,SEKSYEN,address-I
14821,X51005705760,5,"25,",address-I
14822,X51005705760,5,40400,address-I
14823,X51005705760,5,SHAH,address-I
14824,X51005705760,5,ALAM,address-I
14825,X51005705760,5,SELANGOR,address-I
14826,X51005705760,6,TEL,O
14827,X51005705760,6,:,O
14828,X51005705760,6,03-51217970,O
14829,X51005705760,7,GST,O
14830,X51005705760,7,ID:,O
14831,X51005705760,7,000429166592,O
14832,X51005705760,8,RECEIPT,O
14833,X51005705760,9,TERMINAL:,O
14834,X51005705760,9,195-5505POS011,O
14835,X51005705760,10,TRANS,O
14836,X51005705760,10,#:,O
14837,X51005705760,10,322563,O
14838,X51005705760,11,DATE,O
14839,X51005705760,12,:,O
14840,X51005705760,12,10/08/2017,date-B
14841,X51005705760,12,03:26:21PM,O
14842,X51005705760,13,CASHIER,O
14843,X51005705760,13,:,O
14844,X51005705760,13,CH107004,O
14845,X51005705760,14,MSM,O
14846,X51005705760,14,-,O
14847,X51005705760,14,ALMIDAH,O
14848,X51005705760,15,PARTNER,O
14849,X51005705760,15,E/LOPE,O
14850,X51005705760,15,4.5INX9.5IN,O
14851,X51005705760,15,W4292,O
14852,X51005705760,15,EA,O
14853,X51005705760,16,.S,O
14854,X51005705760,17,9555023304662,O
14855,X51005705760,18,2,O
14856,X51005705760,19,2.60,O
14857,X51005705760,20,5.20,O
14858,X51005705760,21,PLASTIC,O
14859,X51005705760,21,BAG,O
14860,X51005705760,21,RM0.20,O
14861,X51005705760,22,EA,O
14862,X51005705760,23,.S,O
14863,X51005705760,24,2300000017984,O
14864,X51005705760,25,1,O
14865,X51005705760,26,0.20,O
14866,X51005705760,27,0.20,O
14867,X51005705760,28,TEN,O
14868,X51005705760,28,Q,O
14869,X51005705760,28,E/LOPE,O
14870,X51005705760,28,15INX10IN,O
14871,X51005705760,28,TQ-S1015,O
14872,X51005705760,28,EA,O
14873,X51005705760,29,.S,O
14874,X51005705760,30,9555023307724,O
14875,X51005705760,31,2,O
14876,X51005705760,32,2.50,O
14877,X51005705760,33,5.00,O
14878,X51005705760,34,UMOE,O
14879,X51005705760,34,S/NT,O
14880,X51005705760,34,"100MX75M,",O
14881,X51005705760,34,N/GRN,O
14882,X51005705760,35,EA,O
14883,X51005705760,36,.S,O
14884,X51005705760,37,9555495401722,O
14885,X51005705760,38,1,O
14886,X51005705760,39,3.00,O
14887,X51005705760,40,3.00,O
14888,X51005705760,41,UMOE,O
14889,X51005705760,41,S/NT,O
14890,X51005705760,41,"100MX75M,",O
14891,X51005705760,41,N/YLW,O
14892,X51005705760,42,EA,O
14893,X51005705760,43,.S,O
14894,X51005705760,44,9555495400985,O
14895,X51005705760,45,1,O
14896,X51005705760,46,3.00,O
14897,X51005705760,47,3.00,O
14898,X51005705760,48,UMOE,O
14899,X51005705760,48,S/NT,O
14900,X51005705760,48,"50MX38M,",O
14901,X51005705760,48,N/YLW,O
14902,X51005705760,49,EA,O
14903,X51005705760,50,.S,O
14904,X51005705760,51,9555495400961,O
14905,X51005705760,52,1,O
14906,X51005705760,53,2.50,O
14907,X51005705760,54,2.50,O
14908,X51005705760,55,UMOE,O
14909,X51005705760,55,S/N,O
14910,X51005705760,55,"75MX50M,",O
14911,X51005705760,55,N/PINK,O
14912,X51005705760,56,EA,O
14913,X51005705760,57,.S,O
14914,X51005705760,58,9555495401814,O
14915,X51005705760,59,1,O
14916,X51005705760,60,2.50,O
14917,X51005705760,61,2.50,O
14918,X51005705760,62,ITEM,O
14919,X51005705760,62,COUNT,O
14920,X51005705760,63,9,O
14921,X51005705760,64,TOTAL,O
14922,X51005705760,65,21.40,total-B
14923,X51005705760,66,0.00,O
14924,X51005705760,67,21.40,total-B
14925,X51005705760,68,ROUNDING,O
14926,X51005705760,68,ADJUSTMENT,O
14927,X51005705760,69,TOTAL,O
14928,X51005705760,69,ATTER,O
14929,X51005705760,69,ROUNDING,O
14930,X51005705760,70,CASH,O
14931,X51005705760,71,50.00,O
14932,X51005705760,72,CHANGE,O
14933,X51005705760,73,28.60,O
14934,X51005705760,74,GST,O
14935,X51005705760,74,RATE,O
14936,X51005705760,75,S,O
14937,X51005705760,75,=,O
14938,X51005705760,75,6%,O
14939,X51005705760,76,Z,O
14940,X51005705760,76,=,O
14941,X51005705760,76,0%,O
14942,X51005705760,77,AMT,O
14943,X51005705760,77,EXCL,O
14944,X51005705760,77,GST,O
14945,X51005705760,77,(RM),O
14946,X51005705760,78,20.19,O
14947,X51005705760,79,0.00,O
14948,X51005705760,80,TAX(RM),O
14949,X51005705760,81,1.21,O
14950,X51005705760,82,0.00,O
14951,X51005705760,83,POINTS,O
14952,X51005705760,83,MISSED:,O
14953,X51005705760,84,20,O
14954,X51005705760,85,JOIN,O
14955,X51005705760,85,OUR,O
14956,X51005705760,85,MERIAH,O
14957,X51005705760,85,LOYALTY,O
14958,X51005705760,85,PROGRAMME,O
14959,X51005705760,85,TODAY!,O
14960,X51005705760,86,6605505001950000322563,O
14961,X51005705760,87,PRINT,O
14962,X51005705760,87,DATE:,O
14963,X51005705760,87,10/08/2017,date-B
14964,X51005705760,87,03:26:22PM,O
14965,X51005705760,88,ANY,O
14966,X51005705760,88,REQUEST,O
14967,X51005705760,88,FOR,O
14968,X51005705760,88,PRODUCTION,O
14969,X51005705760,88,OF,O
14970,X51005705760,88,FULL,O
14971,X51005705760,88,TAX,O
14972,X51005705760,89,INVOICE,O
14973,X51005705760,89,OR,O
14974,X51005705760,89,RELATED,O
14975,X51005705760,89,PAYMENT,O
14976,X51005705760,89,INFORMATION,O
14977,X51005705760,90,SHALL,O
14978,X51005705760,90,BE,O
14979,X51005705760,90,MADE,O
14980,X51005705760,90,WITHIN,O
14981,X51005705760,90,3,O
14982,X51005705760,90,MONTHS,O
14983,X51005705760,90,FROM,O
14984,X51005705760,90,THE,O
14985,X51005705760,91,DATE,O
14986,X51005705760,91,OF,O
14987,X51005705760,91,"PURCHASE,",O
14988,X51005705760,91,FAILING,O
14989,X51005705760,91,WHICH,O
14990,X51005705760,91,MYDIN,O
14991,X51005705760,91,AT,O
14992,X51005705760,92,ITS,O
14993,X51005705760,92,ABSOLUTE,O
14994,X51005705760,92,DISCRETION,O
14995,X51005705760,92,AS,O
14996,X51005705760,92,DEEM,O
14997,X51005705760,92,FIT,O
14998,X51005705760,92,MAY,O
14999,X51005705760,93,REJECT,O
15000,X51005705760,93,OR,O
15001,X51005705760,93,REFUSE,O
15002,X51005705760,93,TO,O
15003,X51005705760,93,ENTERTAIN,O
15004,X51005705760,93,SUCH,O
15005,X51005705760,94,REQUEST,O
15006,X51005705760,95,THANK,O
15007,X51005705760,95,YOU,O
15008,X51005705760,95,AND,O
15009,X51005705760,95,PLEASE,O
15010,X51005705760,95,COME,O
15011,X51005705760,95,AGAIN,O
15012,X51005705760,96,FAX:,O
15013,X51005705760,96,03-51218059,O
15014,X51005705760,97,*,O
15015,X51005705760,98,*,O
15016,X51005705760,99,*,O
15017,X51005705760,100,*,O
15018,X51005705760,101,*,O
15019,X51005705760,102,*,O
15020,X51005705760,103,*,O
15021,X51005705804,1,ASO,company-B
15022,X51005705804,1,ELECTRICAL,company-I
15023,X51005705804,1,TRADING,company-I
15024,X51005705804,1,SDN,company-I
15025,X51005705804,1,BHD,company-I
15026,X51005705804,2,1000131-K,O
15027,X51005705804,3,NO,address-B
15028,X51005705804,3,"31G,",address-I
15029,X51005705804,3,JALAN,address-I
15030,X51005705804,3,SEPADU,address-I
15031,X51005705804,3,C,address-I
15032,X51005705804,3,25/C.,O
15033,X51005705804,4,SECTION,address-B
15034,X51005705804,4,"25,",address-I
15035,X51005705804,4,TAMAN,address-I
15036,X51005705804,4,IDUSTRIES.,O
15037,X51005705804,5,AXIS,address-B
15038,X51005705804,5,40400,address-I
15039,X51005705804,5,SHAH,address-I
15040,X51005705804,5,"ALAM,",address-I
15041,X51005705804,5,SELANGOR,O
15042,X51005705804,6,TEL:,O
15043,X51005705804,6,"03-51221701,",O
15044,X51005705804,6,51313091,O
15045,X51005705804,7,FAX:,O
15046,X51005705804,7,03-51215716,O
15047,X51005705804,8,CS00093091,O
15048,X51005705804,9,THANK,O
15049,X51005705804,9,YOU.,O
15050,X51005705804,10,GOODS,O
15051,X51005705804,10,SOLD,O
15052,X51005705804,10,ARE,O
15053,X51005705804,10,NOT,O
15054,X51005705804,10,"RETURNABLE,",O
15055,X51005705804,11,GST,O
15056,X51005705804,11,NO:000683900928,O
15057,X51005705804,12,TAX,O
15058,X51005705804,12,INVOICE,O
15059,X51005705804,13,BILL,O
15060,X51005705804,13,TO:,O
15061,X51005705804,14,RECEIPT,O
15062,X51005705804,14,#:,O
15063,X51005705804,15,DATE:,O
15064,X51005705804,15,04/12/2017,date-B
15065,X51005705804,16,SALESPERSON:,O
15066,X51005705804,17,CASHIER:,O
15067,X51005705804,17,USER,O
15068,X51005705804,18,TIME:,O
15069,X51005705804,18,11:29:00,O
15070,X51005705804,19,(GST),O
15071,X51005705804,20,(GST),O
