,sentence_id,tokens,labels,ner_tags
2016,2016,"['BR', 'NO.:', '0195932-X']","['O', 'O', 'O']","[0, 0, 0]"
2017,2017,"[""CUSTOMER'S"", 'PAYMENT']","['O', 'O']","[0, 0]"
2018,2018,['CASH'],['O'],[0]
2019,2019,['CHANGE'],['O'],[0]
2020,2020,"['GST', 'SUMMARY']","['O', 'O']","[0, 0]"
2021,2021,['9.00'],['B-total'],[7]
2022,2022,['9.00'],['O'],[0]
2023,2023,['50.00'],['O'],[0]
2024,2024,['41.00'],['O'],[0]
2025,2025,"['GST', 'SUMMARY']","['O', 'O']","[0, 0]"
2026,2026,['SR'],['O'],[0]
2027,2027,"['NO', '43-45-47G,']","['B-address', 'I-address']","[3, 4]"
2028,2028,"['*GOODS', 'SOLD', 'ARE', 'NOT', 'RETURNABLE']","['O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0]"
2029,2029,"['THANK', 'YOU', 'FOR', 'SHOPPING', 'AT', 'FUYI', 'MINI']","['O', 'O', 'O', 'O', 'O', 'I-company', 'I-company']","[0, 0, 0, 0, 0, 2, 2]"
2030,2030,['MARKET'],['I-company'],[2]
2031,2031,['KOTA'],['O'],[0]
2032,2032,['8.49'],['O'],[0]
2033,2033,['8.49'],['O'],[0]
2034,2034,['9.00'],['O'],[0]
2035,2035,['SR'],['O'],[0]
2036,2036,['AMOUNT'],['O'],[0]
2037,2037,['TAX'],['O'],[0]
2038,2038,"['TAMAN', 'SEJATI,']","['I-address', 'I-address']","[4, 4]"
2039,2039,['8.49'],['O'],[0]
2040,2040,['0.51'],['O'],[0]
2041,2041,"['IJOK,', '45600', 'BESTARI', 'JAYA,']","['I-address', 'I-address', 'I-address', 'I-address']","[4, 4, 4, 4]"
2042,2042,"['KUALA', 'SELANGOR.']","['I-address', 'I-address']","[4, 4]"
2043,2043,"['03-3279', '1851,']","['O', 'O']","[0, 0]"
2044,2044,"['GST', 'NO.:001601310720']","['O', 'O']","[0, 0]"
2045,2045,"['25/01/2018', '1:22:56PM']","['B-date', 'O']","[5, 0]"
2046,2046,"['TEO', 'HENG', 'STATIONERY', '&', 'BOOKS']","['B-company', 'I-company', 'I-company', 'I-company', 'I-company']","[1, 2, 2, 2, 2]"
2047,2047,"['DATE', ':', '17/01/2018']","['O', 'O', 'B-date']","[0, 0, 5]"
2048,2048,['ITEM'],['O'],[0]
2049,2049,['QTY'],['O'],[0]
2050,2050,['U/P'],['O'],[0]
2051,2051,['DISC%'],['O'],[0]
2052,2052,['AMOUNT'],['O'],[0]
2053,2053,['9555017370017'],['O'],[0]
2054,2054,['1'],['O'],[0]
2055,2055,['28.00'],['O'],[0]
2056,2056,['7.14'],['O'],[0]
2057,2057,['(001451637-M)'],['O'],[0]
2058,2058,"['26.00', '*']","['O', 'O']","[0, 0]"
2059,2059,"['-', 'LION', 'FILE', '220*307', 'LAMINATING', 'FILM']","['O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0]"
2060,2060,"['TOTAL', 'QTY.', ':']","['O', 'O', 'O']","[0, 0, 0]"
2061,2061,['1'],['O'],[0]
2062,2062,['26.00'],['O'],[0]
2063,2063,"['SUB-TOTAL', '(EX)']","['O', 'O']","[0, 0]"
2064,2064,[':'],['O'],[0]
2065,2065,['26.00'],['O'],[0]
2066,2066,"['TOTAL', 'TAX']","['O', 'O']","[0, 0]"
2067,2067,[':'],['O'],[0]
2068,2068,"['NO.', '53,', 'JALAN', 'BESAR,', '45600', 'BATANG', 'BERJUNTAI']","['O', 'O', 'B-address', 'I-address', 'I-address', 'I-address', 'I-address']","[0, 0, 3, 4, 4, 4, 4]"
2069,2069,['1.56'],['O'],[0]
2070,2070,['ROUNDING'],['O'],[0]
2071,2071,[':'],['O'],[0]
2072,2072,['-0.01'],['O'],[0]
2073,2073,['TOTAL'],['O'],[0]
2074,2074,[':'],['O'],[0]
2075,2075,['27.55'],['B-total'],[7]
2076,2076,['CASH'],['O'],[0]
2077,2077,[':'],['O'],[0]
2078,2078,['27.55'],['O'],[0]
2079,2079,"['SELANGOR', 'DARUL', 'EHSAN']","['I-address', 'I-address', 'I-address']","[4, 4, 4]"
2080,2080,['CHANGE'],['O'],[0]
2081,2081,[':'],['O'],[0]
2082,2082,['0.00'],['O'],[0]
2083,2083,"['GST', 'SUMMARY']","['O', 'O']","[0, 0]"
2084,2084,"['TAX', 'CODE']","['O', 'O']","[0, 0]"
2085,2085,['%'],['O'],[0]
2086,2086,['AMOUNT'],['O'],[0]
2087,2087,['TAX'],['O'],[0]
2088,2088,['SR'],['O'],[0]
2089,2089,['6.00'],['O'],[0]
2090,2090,"['TEL', ':', '03-3271', '9872']","['O', 'O', 'O', 'O']","[0, 0, 0, 0]"
2091,2091,['26.00'],['O'],[0]
2092,2092,['1.56'],['O'],[0]
2093,2093,['TOTAL:'],['O'],[0]
2094,2094,['26.00'],['O'],[0]
2095,2095,['1.56'],['O'],[0]
2096,2096,"['NOTE:', '(*)', 'INDICATED', 'THE', 'ITEM', 'SOLD', 'HAS', 'BEEN', 'RELATED']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0]"
2097,2097,"['TO', 'GST', '(GOODS', '&', 'SERVICES', 'TAX)']","['O', 'O', 'O', 'I-company', 'O', 'O']","[0, 0, 0, 2, 0, 0]"
2098,2098,"['GOODS', 'SOLD', 'ARE', 'NOT', 'RETURNABLE,']","['O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0]"
2099,2099,"['THANK', 'YOU.']","['O', 'O']","[0, 0]"
2100,2100,"['FAX', ':', '03-3271', '9481']","['O', 'O', 'O', 'O']","[0, 0, 0, 0]"
2101,2101,"['GST', 'NO.', ':', '000689913856']","['O', 'O', 'O', 'O']","[0, 0, 0, 0]"
2102,2102,['(RM)'],['O'],[0]
2103,2103,['(RM)'],['O'],[0]
2104,2104,['(RM)'],['O'],[0]
2105,2105,"['SIMPLIFIED', 'TAX', 'INVOICE']","['O', 'O', 'O']","[0, 0, 0]"
2106,2106,['CASH'],['O'],[0]
2107,2107,"['RECEIPT', 'NO.', ':', 'CS1801/26821']","['O', 'O', 'O', 'O']","[0, 0, 0, 0]"
2108,2108,"['TEO', 'HENG', 'STATIONERY', '&', 'BOOKS']","['B-company', 'I-company', 'I-company', 'I-company', 'I-company']","[1, 2, 2, 2, 2]"
2109,2109,['ITEM'],['O'],[0]
2110,2110,['QTY'],['O'],[0]
2111,2111,['U/P'],['O'],[0]
2112,2112,['DISC%'],['O'],[0]
2113,2113,['AMOUNT'],['O'],[0]
2114,2114,['9556655864036'],['O'],[0]
2115,2115,['1'],['O'],[0]
2116,2116,['26.42'],['O'],[0]
2117,2117,['9.14'],['O'],[0]
2118,2118,"['24.00', '*']","['O', 'O']","[0, 0]"
2119,2119,['(001451637-M)'],['O'],[0]
2120,2120,"['-', 'CBE', 'BADGE', 'CLIP', '100PCS']","['O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0]"
2121,2121,['9555535000663'],['O'],[0]
2122,2122,['1'],['O'],[0]
2123,2123,['28.00'],['O'],[0]
2124,2124,['0.00'],['O'],[0]
2125,2125,"['28.00', '*']","['O', 'O']","[0, 0]"
2126,2126,"['-', 'NISO', 'A4', 'LAMINATING', 'FILM']","['O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0]"
2127,2127,"['TOTAL', 'QTY.', ':']","['O', 'O', 'O']","[0, 0, 0]"
2128,2128,['2'],['O'],[0]
2129,2129,['52.00'],['O'],[0]
2130,2130,"['NO.', '53,', 'JALAN', 'BESAR,', '45600', 'BATANG', 'BERJUNTAI']","['O', 'O', 'B-address', 'I-address', 'I-address', 'I-address', 'O']","[0, 0, 3, 4, 4, 4, 0]"
2131,2131,"['SUB-TOTAL', '(EX)']","['O', 'O']","[0, 0]"
2132,2132,[':'],['O'],[0]
2133,2133,['52.00'],['O'],[0]
2134,2134,"['TOTAL', 'TAX']","['O', 'O']","[0, 0]"
2135,2135,[':'],['O'],[0]
2136,2136,['3.12'],['O'],[0]
2137,2137,['ROUNDING'],['O'],[0]
2138,2138,[':'],['O'],[0]
2139,2139,['-0.02'],['O'],[0]
2140,2140,['TOTAL'],['O'],[0]
2141,2141,"['SELANGOR', 'DARUL', 'EHSAN']","['I-address', 'I-address', 'I-address']","[4, 4, 4]"
2142,2142,[':'],['O'],[0]
2143,2143,['55.10'],['B-total'],[7]
2144,2144,['CASH'],['O'],[0]
2145,2145,[':'],['O'],[0]
2146,2146,['55.10'],['O'],[0]
2147,2147,['CHANGE'],['O'],[0]
2148,2148,[':'],['O'],[0]
2149,2149,['0.00'],['O'],[0]
2150,2150,"['GST', 'SUMMARY']","['O', 'O']","[0, 0]"
2151,2151,"['TAX', 'CODE']","['O', 'O']","[0, 0]"
2152,2152,"['TEL', ':', '03-3271', '9872']","['O', 'O', 'O', 'O']","[0, 0, 0, 0]"
2153,2153,['%'],['O'],[0]
2154,2154,['AMOUNT(RM)'],['O'],[0]
2155,2155,['TAX(RM)'],['O'],[0]
2156,2156,['SR'],['O'],[0]
2157,2157,['6.00'],['O'],[0]
2158,2158,['52.00'],['O'],[0]
2159,2159,['3.12S'],['O'],[0]
2160,2160,"['TOTAL', ':']","['O', 'O']","[0, 0]"
2161,2161,['52.00'],['O'],[0]
2162,2162,['3.12'],['O'],[0]
2163,2163,"['GST', 'NO.', ':', '000689913856']","['O', 'O', 'O', 'O']","[0, 0, 0, 0]"
2164,2164,"['NOTE:(*)', 'INDICATED', 'THE', 'ITEM', 'SOLD', 'HAS', 'BEEN', 'RELATED']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0, 0]"
2165,2165,"['TO', 'GST', '(GOODS', '&', 'SERVICES', 'TAX)']","['O', 'O', 'O', 'I-company', 'O', 'O']","[0, 0, 0, 2, 0, 0]"
2166,2166,"['GOODS', 'SOLD', 'ARE', 'NOT', 'RETURNABLE,']","['O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0]"
2167,2167,"['THANK', 'YOU.']","['O', 'O']","[0, 0]"
2168,2168,"['FAX', ':', '03-3271', '9481']","['O', 'O', 'O', 'O']","[0, 0, 0, 0]"
2169,2169,"['DATE', ':', '15/01/2018']","['O', 'O', 'B-date']","[0, 0, 5]"
2170,2170,['(RM)'],['O'],[0]
2171,2171,"['SIMPLIFIED', 'TAX', 'INVOICE']","['O', 'O', 'O']","[0, 0, 0]"
2172,2172,['CASH'],['O'],[0]
2173,2173,"['RECEIPT', 'NO.', ':', 'CS1801/26717']","['O', 'O', 'O', 'O']","[0, 0, 0, 0]"
2174,2174,"['TEO', 'HENG', 'STATIONERY', '&', 'BOOKS']","['B-company', 'I-company', 'I-company', 'I-company', 'I-company']","[1, 2, 2, 2, 2]"
2175,2175,"['DATE', ':', '23/01/2018']","['O', 'O', 'B-date']","[0, 0, 5]"
2176,2176,['ITEM'],['O'],[0]
2177,2177,['QTY'],['O'],[0]
2178,2178,['U/P'],['O'],[0]
2179,2179,['DISC%'],['O'],[0]
2180,2180,['AMOUNT'],['O'],[0]
2181,2181,['TP-24'],['O'],[0]
2182,2182,['5'],['O'],[0]
2183,2183,['1.32'],['O'],[0]
2184,2184,['0.00'],['O'],[0]
2185,2185,['(001451637-M)'],['O'],[0]
2186,2186,"['6.60', '*']","['O', 'O']","[0, 0]"
2187,2187,"['-', 'DOUBLE', 'SIDED', 'TISSUE', 'TAPE', '18MM']","['O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0]"
2188,2188,['9557546631393'],['O'],[0]
2189,2189,['5'],['O'],[0]
2190,2190,['2.08'],['O'],[0]
2191,2191,['0.00'],['O'],[0]
2192,2192,"['10.38', '*']","['O', 'O']","[0, 0]"
2193,2193,"['-', 'G', 'SOFT', '6ML', 'QUICK', 'DRY', 'CORRECTION', 'PEN']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0, 0]"
2194,2194,"['TOTAL', 'QTY.', ':']","['O', 'O', 'O']","[0, 0, 0]"
2195,2195,['10'],['O'],[0]
2196,2196,"['NO.', '53,', 'JALAN', 'BESAR,', '45600', 'BATANG', 'BERJUNTAI']","['O', 'O', 'O', 'O', 'O', 'B-address', 'I-address']","[0, 0, 0, 0, 0, 3, 4]"
2197,2197,['16.98'],['O'],[0]
2198,2198,"['SUB-TOTAL', '(EX)']","['O', 'O']","[0, 0]"
2199,2199,"['TOTAL', 'TAX']","['O', 'O']","[0, 0]"
2200,2200,['ROUNDING'],['O'],[0]
2201,2201,['TOTAL'],['O'],[0]
2202,2202,['CASH'],['O'],[0]
2203,2203,['CHANGE'],['O'],[0]
2204,2204,['16.98'],['O'],[0]
2205,2205,['1.02'],['O'],[0]
2206,2206,['0.00'],['O'],[0]
2207,2207,"['SELANGOR', 'DARUL', 'EHSAN']","['I-address', 'I-address', 'I-address']","[4, 4, 4]"
2208,2208,['18.00'],['B-total'],[7]
2209,2209,['18.00'],['O'],[0]
2210,2210,['0.00'],['O'],[0]
2211,2211,"['GST', 'SUMMARY']","['O', 'O']","[0, 0]"
2212,2212,"['TAX', 'CODE']","['O', 'O']","[0, 0]"
2213,2213,['%'],['O'],[0]
2214,2214,['AMOUNT'],['O'],[0]
2215,2215,['TAX'],['O'],[0]
2216,2216,['SR'],['O'],[0]
2217,2217,['6.00'],['O'],[0]
2218,2218,"['TEL', ':', '03-3271', '9872']","['O', 'O', 'O', 'O']","[0, 0, 0, 0]"
2219,2219,['16.98'],['O'],[0]
2220,2220,['1.02'],['O'],[0]
2221,2221,"['TOTAL', ':']","['O', 'O']","[0, 0]"
2222,2222,['16.98'],['O'],[0]
2223,2223,['1.02'],['O'],[0]
2224,2224,"['NOTE:', '(*)', 'INDICATED', 'THE', 'ITEM', 'SOLD', 'HAS', 'BEEN', 'RELATED']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0]"
2225,2225,"['TO', 'GST', '(GOODS', '&', 'SERVICES', 'TAX).']","['O', 'O', 'O', 'I-company', 'O', 'O']","[0, 0, 0, 2, 0, 0]"
2226,2226,"['GOODS', 'SOLD', 'ARE', 'NOT', 'RETURNABLE,']","['O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0]"
2227,2227,"['THANK', 'YOU.']","['O', 'O']","[0, 0]"
2228,2228,['(RM)'],['O'],[0]
2229,2229,"['GST', 'NO.', ':', '000689913856']","['O', 'O', 'O', 'O']","[0, 0, 0, 0]"
2230,2230,['(RM)'],['O'],[0]
2231,2231,['(RM)'],['O'],[0]
2232,2232,['(RM)'],['O'],[0]
2233,2233,['(RM)'],['O'],[0]
2234,2234,"['FAX', ':', '03-3271', '9481']","['O', 'O', 'O', 'O']","[0, 0, 0, 0]"
2235,2235,['(RM)'],['O'],[0]
2236,2236,[':'],['O'],[0]
2237,2237,[':'],['O'],[0]
2238,2238,[':'],['O'],[0]
2239,2239,[':'],['O'],[0]
2240,2240,"['SIMPLIFIED', 'TAX', 'INVOICE']","['O', 'O', 'O']","[0, 0, 0]"
2241,2241,[':'],['O'],[0]
2242,2242,[':'],['O'],[0]
2243,2243,['CASH'],['O'],[0]
2244,2244,"['RECEIPT', 'NO.', ':', 'CS1801/27037']","['O', 'O', 'O', 'O']","[0, 0, 0, 0]"
2245,2245,"['TEO', 'HENG', 'STATIONERY', '&', 'BOOKS']","['O', 'B-company', 'I-company', 'I-company', 'I-company']","[0, 1, 2, 2, 2]"
2246,2246,"['RECEIPT', 'NO.', ':', 'CS1801/27175']","['O', 'I-address', 'O', 'O']","[0, 4, 0, 0]"
2247,2247,"['DATE', ':', '27/01/2018']","['O', 'O', 'B-date']","[0, 0, 5]"
2248,2248,"['-', 'DOUBLE', 'SIDE', 'FOAM', 'TAPE', '18MM']","['O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0]"
2249,2249,"['-', 'CAMIS', 'SQ', 'BOOK', '200']","['O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0]"
2250,2250,['ITEM'],['O'],[0]
2251,2251,['QTY'],['O'],[0]
2252,2252,['U/P'],['O'],[0]
2253,2253,['DISC%'],['O'],[0]
2254,2254,['AMOUNT'],['O'],[0]
2255,2255,['(RM)'],['O'],[0]
2256,2256,['(001451637-M)'],['O'],[0]
2257,2257,['1355'],['O'],[0]
2258,2258,['1'],['O'],[0]
2259,2259,['3.96'],['O'],[0]
2260,2260,['4.09'],['O'],[0]
2261,2261,"['3.80', '*']","['O', 'O']","[0, 0]"
2262,2262,['9557950605126'],['O'],[0]
2263,2263,['5'],['O'],[0]
2264,2264,['2.74'],['O'],[0]
2265,2265,['4.96'],['O'],[0]
2266,2266,"['13.00', '*']","['O', 'O']","[0, 0]"
2267,2267,"['NO.', '53,', 'JALAN', 'BESAR,', '45600', 'BATANG', 'BERJUNTAI']","['B-address', 'I-address', 'I-address', 'I-address', 'I-address', 'I-address', 'I-address']","[3, 4, 4, 4, 4, 4, 4]"
2268,2268,['9557369315029'],['O'],[0]
2269,2269,['1'],['O'],[0]
2270,2270,['5.47'],['O'],[0]
2271,2271,['4.96'],['O'],[0]
2272,2272,"['5.20', '*']","['O', 'O']","[0, 0]"
2273,2273,['9557369305006'],['O'],[0]
2274,2274,['1'],['O'],[0]
2275,2275,['3.96'],['O'],[0]
2276,2276,['4.09'],['O'],[0]
2277,2277,"['3.80', '*']","['O', 'O']","[0, 0]"
2278,2278,"['SELANGOR', 'DARUL', 'EHSAN']","['I-address', 'I-address', 'I-address']","[4, 4, 4]"
2279,2279,"['GOODS', 'SOLD', 'ARE', 'NOT', 'RETURNABLE,']","['O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0]"
2280,2280,"['THANK', 'YOU.']","['O', 'O']","[0, 0]"
2281,2281,"['-', 'EAGLE', 'F4', '200', 'FOOLSCAP', 'BOOK']","['O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0]"
2282,2282,"['-', 'EAGLE', 'F4', '120', 'NUMBERING', 'FOOLSCAP']","['O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0]"
2283,2283,['BOOK'],['O'],[0]
2284,2284,"['TOTAL', 'QTY.', ':']","['O', 'O', 'O']","[0, 0, 0]"
2285,2285,['8'],['O'],[0]
2286,2286,"['SUB-TOTAL', '(EX)']","['O', 'O']","[0, 0]"
2287,2287,"['TOTAL', 'TAX']","['O', 'O']","[0, 0]"
2288,2288,['ROUNDING'],['O'],[0]
2289,2289,"['TEL', ':', '03-3271', '9872']","['O', 'O', 'O', 'O']","[0, 0, 0, 0]"
2290,2290,['TOTAL'],['O'],[0]
2291,2291,['CASH'],['O'],[0]
2292,2292,['CHANGE'],['O'],[0]
2293,2293,[':'],['O'],[0]
2294,2294,[':'],['O'],[0]
2295,2295,[':'],['O'],[0]
2296,2296,[':'],['O'],[0]
2297,2297,[':'],['O'],[0]
2298,2298,[':'],['O'],[0]
2299,2299,['25.80'],['O'],[0]
2300,2300,"['FAX', ':', '03-3271', '9481']","['O', 'O', 'O', 'O']","[0, 0, 0, 0]"
2301,2301,['25.80'],['O'],[0]
2302,2302,['1.55'],['O'],[0]
2303,2303,['0.00'],['O'],[0]
2304,2304,['27.35'],['B-total'],[7]
2305,2305,['27.35'],['O'],[0]
2306,2306,['0.00'],['O'],[0]
2307,2307,"['GST', 'SUMMARY']","['O', 'O']","[0, 0]"
2308,2308,"['TAX', 'CODE']","['O', 'O']","[0, 0]"
2309,2309,['%'],['O'],[0]
2310,2310,['AMOUNT'],['O'],[0]
2311,2311,"['GST', 'NO.', ':', '000689913856']","['O', 'I-address', 'O', 'O']","[0, 4, 0, 0]"
2312,2312,['(RM)'],['O'],[0]
2313,2313,['TAX'],['O'],[0]
2314,2314,['(RM)'],['O'],[0]
2315,2315,['SR'],['O'],[0]
2316,2316,['6.00'],['O'],[0]
2317,2317,['25.80'],['O'],[0]
2318,2318,['1.55'],['O'],[0]
2319,2319,"['TOTAL', ':']","['O', 'O']","[0, 0]"
2320,2320,['25.80'],['O'],[0]
2321,2321,['1.55'],['O'],[0]
2322,2322,"['SIMPLIFIED', 'TAX', 'INVOICE']","['O', 'O', 'O']","[0, 0, 0]"
2323,2323,"['NOTE:', '(*)', 'INDICATED', 'THE', 'ITEM', 'SOLD', 'HAS', 'BEEN', 'RELATED']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0]"
2324,2324,"['TO', 'GST', '(GOODS', '&', 'SERVICES', 'TAX).']","['O', 'O', 'O', 'I-company', 'O', 'O']","[0, 0, 0, 2, 0, 0]"
2325,2325,['CASH'],['O'],[0]
2326,2326,"['TEO', 'HENG', 'STATIONERY', '&', 'BOOKS']","['O', 'B-company', 'I-company', 'I-company', 'I-company']","[0, 1, 2, 2, 2]"
2327,2327,"['RECEIPT', 'NO.', ':', 'CS1802/27714']","['O', 'I-address', 'O', 'O']","[0, 4, 0, 0]"
2328,2328,"['DATE', ':', '12/02/2018']","['O', 'O', 'B-date']","[0, 0, 5]"
2329,2329,"['GOODS', 'SOLD', 'ARE', 'NOT', 'RETURNABLE,']","['O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0]"
2330,2330,"['THANK', 'YOU.']","['O', 'O']","[0, 0]"
2331,2331,['ITEM'],['O'],[0]
2332,2332,['QTY'],['O'],[0]
2333,2333,['U/P'],['O'],[0]
2334,2334,['DISC%'],['O'],[0]
2335,2335,['AMOUNT'],['O'],[0]
2336,2336,['(RM)'],['O'],[0]
2337,2337,['(001451637-M)'],['O'],[0]
2338,2338,['9555067700208'],['O'],[0]
2339,2339,['9557583450025'],['O'],[0]
2340,2340,['4974052801334'],['O'],[0]
2341,2341,['9557546953990'],['O'],[0]
2342,2342,['6924238702311'],['O'],[0]
2343,2343,['9556655112694'],['O'],[0]
2344,2344,['9557369305006'],['O'],[0]
2345,2345,['10'],['O'],[0]
2346,2346,['1'],['O'],[0]
2347,2347,['1'],['O'],[0]
2348,2348,"['NO.', '53,', 'JALAN', 'BESAR,', '45600', 'BATANG', 'BERJUNTAI']","['B-address', 'I-address', 'I-address', 'I-address', 'I-address', 'I-address', 'I-address']","[3, 4, 4, 4, 4, 4, 4]"
2349,2349,['1'],['O'],[0]
2350,2350,['2'],['O'],[0]
2351,2351,['1'],['O'],[0]
2352,2352,['2'],['O'],[0]
2353,2353,['10.57'],['O'],[0]
2354,2354,['17.45'],['O'],[0]
2355,2355,['2.70'],['O'],[0]
2356,2356,['0.85'],['O'],[0]
2357,2357,['0.85'],['O'],[0]
2358,2358,['8.40'],['O'],[0]
2359,2359,"['SELANGOR', 'DARUL', 'EHSAN']","['I-address', 'I-address', 'I-address']","[4, 4, 4]"
2360,2360,['3.96'],['O'],[0]
2361,2361,['0.00'],['O'],[0]
2362,2362,['0.00'],['O'],[0]
2363,2363,['0.00'],['O'],[0]
2364,2364,['0.00'],['O'],[0]
2365,2365,['0.00'],['O'],[0]
2366,2366,['0.00'],['O'],[0]
2367,2367,['0.00'],['O'],[0]
2368,2368,"['105.66', '*']","['O', 'O']","[0, 0]"
2369,2369,"['17.45', '*']","['O', 'O']","[0, 0]"
2370,2370,"['TEL', ':', '03-3271', '9872']","['O', 'O', 'O', 'O']","[0, 0, 0, 0]"
2371,2371,"['2.70', '*']","['O', 'O']","[0, 0]"
2372,2372,"['0.85', '*']","['O', 'O']","[0, 0]"
2373,2373,"['1.70', '*']","['O', 'O']","[0, 0]"
2374,2374,"['8.40', '*']","['O', 'O']","[0, 0]"
2375,2375,"['7.92', '*']","['O', 'O']","[0, 0]"
2376,2376,"['-', 'IK', 'YELLOW', '70GRAMS']","['O', 'O', 'O', 'O']","[0, 0, 0, 0]"
2377,2377,"['-', 'PAPYRUS', 'DARK', 'COLOUR', 'PAPER']","['O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0]"
2378,2378,"['-', 'ARTLINE', '70']","['O', 'O', 'O']","[0, 0, 0]"
2379,2379,"['-', 'FASTER', 'CX5N', 'BALL', 'PEN']","['O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0]"
2380,2380,"['-', 'CBE', 'HANDYCUTTER']","['O', 'O', 'O']","[0, 0, 0]"
2381,2381,"['FAX', ':', '03-3271', '9481']","['O', 'O', 'O', 'O']","[0, 0, 0, 0]"
2382,2382,"['-', 'CBE', 'A4', 'SIZE', '20', 'POCKETS', 'REFILLABLE', 'NEW']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0, 0]"
2383,2383,"['CLEAR', 'HOLDER']","['O', 'O']","[0, 0]"
2384,2384,"['-', 'EAGLE', 'F4', '120', 'NUMBERING', 'FOOLSCAP']","['O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0]"
2385,2385,['BOOK'],['O'],[0]
2386,2386,"['TOTAL', 'QTY.', ':']","['O', 'O', 'O']","[0, 0, 0]"
2387,2387,['18'],['O'],[0]
2388,2388,"['SUB-TOTAL', '(EX)']","['O', 'O']","[0, 0]"
2389,2389,"['TOTAL', 'TAX']","['O', 'O']","[0, 0]"
2390,2390,['ROUNDING'],['O'],[0]
2391,2391,['TOTAL'],['O'],[0]
2392,2392,"['GST', 'NO.', ':', '000689913856']","['O', 'I-address', 'O', 'O']","[0, 4, 0, 0]"
2393,2393,['CASH'],['O'],[0]
2394,2394,['CHANGE'],['O'],[0]
2395,2395,['144.68'],['O'],[0]
2396,2396,['144.68'],['O'],[0]
2397,2397,['8.68'],['O'],[0]
2398,2398,['-0.01'],['O'],[0]
2399,2399,['153.35'],['B-total'],[7]
2400,2400,['153.35'],['O'],[0]
2401,2401,['0.00'],['O'],[0]
2402,2402,"['GST', 'SUMMARY']","['O', 'O']","[0, 0]"
2403,2403,"['SIMPLIFIED', 'TAX', 'INVOICE']","['O', 'O', 'O']","[0, 0, 0]"
2404,2404,"['TAX', 'CODE']","['O', 'O']","[0, 0]"
2405,2405,['%'],['O'],[0]
2406,2406,['AMOUNT'],['O'],[0]
2407,2407,['(RM)'],['O'],[0]
2408,2408,['TAX'],['O'],[0]
2409,2409,['(RM)'],['O'],[0]
2410,2410,['SR'],['O'],[0]
2411,2411,['6.00'],['O'],[0]
2412,2412,['144.68'],['O'],[0]
2413,2413,['8.68'],['O'],[0]
2414,2414,['CASH'],['O'],[0]
2415,2415,"['TOTAL', ':']","['O', 'O']","[0, 0]"
2416,2416,['144.68'],['O'],[0]
2417,2417,['8.68'],['O'],[0]
2418,2418,"['NOTE:', '(*)', 'INDICATED', 'THE', 'ITEM', 'SOLD', 'HAS', 'BEEN', 'RELATED']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0]"
2419,2419,"['TO', 'GST', '(GOODS', '&', 'SERVICES', 'TAX)']","['O', 'O', 'O', 'I-company', 'O', 'O']","[0, 0, 0, 2, 0, 0]"
2420,2420,"['TEO', 'HENG', 'STATIONERY', '&', 'BOOKS']","['B-company', 'I-company', 'I-company', 'I-company', 'I-company']","[1, 2, 2, 2, 2]"
2421,2421,"['DATE', ':', '15/03/2018']","['O', 'O', 'B-date']","[0, 0, 5]"
2422,2422,['ITEM'],['O'],[0]
2423,2423,['QTY'],['O'],[0]
2424,2424,['U/P'],['O'],[0]
2425,2425,['DISC%'],['O'],[0]
2426,2426,['AMOUNT'],['O'],[0]
2427,2427,['(RM)'],['O'],[0]
2428,2428,['4974052801334'],['O'],[0]
