,text_lines,doc_id,line_id
9147,"NO 53, JALAN 3/62A,",X51005719906,2
9148,"BANDAR MENJALARA,",X51005719906,3
9149,52200 KUALA LUMPUR.,X51005719906,4
9150,(GST NUMBER: 001363259392),X51005719906,5
9151,DATE: 25 MAR 2018 9:27PM,X51005719906,6
9152,RECEIPT NO: 57269,X51005719906,7
9153,SERVED BY: CASHIER,X51005719906,8
9154,PAX: 2,X51005719906,9
9155,TABLE: L2,X51005719906,10
9156,1 SABA SHIOYAKI WAZEN (20MINS),X51005719906,11
9157,1 UNAGI DON,X51005719906,12
9158,1 SPICY ASARI PASTA,X51005719906,13
9159,1 EBI MENTAI PASTA,X51005719906,14
9160,1 JASMINE GREEN TEA,X51005719906,15
9161,* EXTRA 1 TEA CUP,X51005719906,16
9162,26.00 S,X51005719906,17
9163,28.00 S,X51005719906,18
9164,19.00 S,X51005719906,19
9165,22.00 S,X51005719906,20
9166,10.00 S,X51005719906,21
9167,SUBTOTAL:,X51005719906,22
9168,TOTAL:,X51005719906,23
9169,CASH:,X51005719906,24
9170,CHANGE:,X51005719906,25
9171,105.00,X51005719906,26
9172,105.00,X51005719906,27
9173,105.00,X51005719906,28
9174,0.00,X51005719906,29
9175,GST SUMMARY,X51005719906,30
9176,TAX CODE,X51005719906,31
9177,S @6%,X51005719906,32
9178,AMOUNT,X51005719906,33
9179,99.05,X51005719906,34
9180,TAX,X51005719906,35
9181,5.95,X51005719906,36
9182,BUSINESS HOUR :,X51005719906,37
9183,MON-FRI 11 : 30AM -10 : 00PM,X51005719906,38
9184,SAT-SUN 11 : 00AM- 10 : 00PM,X51005719906,39
9185,TEL: 03-62619337,X51005719906,40
9186,EMAIL: ZENANDCOFFEE88@GMAIL . COM,X51005719906,41
9187,FACEBOOK: ZENANDCOFFEE,X51005719906,42
9188,INSTAGRAM: ZENANDCOFFEE,X51005719906,43
9189,WIFI PASSWORD: ZENANDCOFFEE,X51005719906,44
9190,"THANK YOU, PLEASE COME AGAIN.",X51005719906,45
9191,POWERED BY ARMS F&B,X51005719906,46
9192,(WWW. ANMS-FNB . COM),X51005719906,47
9193,GUARDIAN HEALTH AND BEAUTY SDN BHD,X51005719912,1
9194,GUARDIAN GIANT BREM MALL,X51005719912,2
9195,G-19 LEVEL G,X51005719912,3
9196,BREM MALL,X51005719912,4
9197,TEL:03-62584088,X51005719912,5
9198,COMPANY REG #1101083-T,X51005719912,6
9199,GST REG #000899874816,X51005719912,7
9200,RM,X51005719912,8
9201,121095079 GDN MC H/W ENC ROM,X51005719912,9
9202,121095079 GDN MC H/W ENC ROM,X51005719912,10
9203,121095081 GDN MC H/W N/DREAM,X51005719912,11
9204,121095081 GDN MC H/W N/DREAM,X51005719912,12
9205,P3 KDP G HW 4@12,X51005719912,13
9206,SUBTOTAL,X51005719912,14
9207,5.90,X51005719912,15
9208,5.90,X51005719912,16
9209,5.90,X51005719912,17
9210,5.90,X51005719912,18
9211,11.60-,X51005719912,19
9212,12.00,X51005719912,20
9213,S,X51005719912,21
9214,S,X51005719912,22
9215,S,X51005719912,23
9216,S,X51005719912,24
9217,TOTAL (GST INCL),X51005719912,25
9218,CASH,X51005719912,26
9219,12.00,X51005719912,27
9220,12.00,X51005719912,28
9221,YOUR SAVINGS FOR TODAY,X51005719912,29
9222,11.60,X51005719912,30
9223,GST,X51005719912,31
9224,S,X51005719912,32
9225,RATE,X51005719912,33
9226,6%,X51005719912,34
9227,GST EXCL,X51005719912,35
9228,11.32,X51005719912,36
9229,GST AMT,X51005719912,37
9230,0.68,X51005719912,38
9231,THANK YOU FOR SHOPPING,X51005719912,39
9232,AT GUARDIAN,X51005719912,40
9233,ALL AMOUNTS ARE IN RM,X51005719912,41
9234,GOODS SOLD ARE NON-REFUNDABLE.,X51005719912,42
9235,DISPENSED MEDICINES SOLD ARE,X51005719912,43
9236,NOT RETURNABLE.,X51005719912,44
9237,ALL EXCHANGES AND RETURNS INCLUDING,X51005719912,45
9238,GUARDIAN BRAND PRODUCTS MUST BE MADE,X51005719912,46
9239,WITHIN 7DAYS WITH ORIGINAL RECEIPTS AND,X51005719912,47
9240,PRODUCT IN ORIGINAL CONDITION.,X51005719912,48
9241,ST:0 CTR1 ID:9658 TAXINV:41336,X51005719912,49
9242,16:14,X51005719912,50
9243,04/03/18,X51005719912,51
9244,MR. D. I. Y. (KUCHAI) SDN BHD,X51005719914,1
9245,(CO REG : 750441-W),X51005719914,2
9246,"LOT 1851-A & 1851-B, JALAN KPB 6 ,",X51005719914,3
9247,"KAWASAN PERINDUSTRIAN BALAKONG ,",X51005719914,4
9248,"43300 SERI KEMBANGAN , SELANGOR",X51005719914,5
9249,(GST ID NO : 000473792512),X51005719914,6
9250,"(TESCO MENJALARA KEPONG , HQ)",X51005719914,7
9251,TAX INVOICE,X51005719914,8
9252,EPOXY PUTTY+ (2 X 50GM),X51005719914,9
9253,WA17 - 12/144,X51005719914,10
9254,9555075106825,X51005719914,11
9255,CORD TIE 3PCS,X51005719914,12
9256,AF12 - 10/1000,X51005719914,13
9257,9067170,X51005719914,14
9258,PAPER CLIP 8PCS NO4,X51005719914,15
9259,MI11/3-21 - 12/480,X51005719914,16
9260,9082115,X51005719914,17
9261,HOOK HY-0021,X51005719914,18
9262,DC11/2 - 20/160,X51005719914,19
9263,6946759900212,X51005719914,20
9264,DOOR GUARD EC008,X51005719914,21
9265,TJ12 - 10/100,X51005719914,22
9266,9002148,X51005719914,23
9267,MULTI FAN BLADE 16' FB1688,X51005719914,24
9268,WA50 - 30,X51005719914,25
9269,9750009,X51005719914,26
9270,KEY HOLDER (GRID)#*VS,X51005719914,27
9271,0I00 - 12/480,X51005719914,28
9272,9045734,X51005719914,29
9273,DOOR GUARD FOOT AW-D48,X51005719914,30
9274,TD33 - 5/200,X51005719914,31
9275,9002107,X51005719914,32
9276,ITEM(S) : 8,X51005719914,33
9277,1 X 8.50,X51005719914,34
9278,1 X 2.70,X51005719914,35
9279,1 X 2.50,X51005719914,36
9280,1 X 2.50,X51005719914,37
9281,3 X 4.50,X51005719914,38
9282,1 X 6.30,X51005719914,39
9283,1 X 7.50,X51005719914,40
9284,2 X 4.90,X51005719914,41
9285,QTY(S) : 11,X51005719914,42
9286,*S,X51005719914,43
9287,8.50,X51005719914,44
9288,*S,X51005719914,45
9289,2.70,X51005719914,46
9290,*S,X51005719914,47
9291,2.50,X51005719914,48
9292,*S,X51005719914,49
9293,2.50,X51005719914,50
9294,*S,X51005719914,51
9295,13.50,X51005719914,52
9296,*S,X51005719914,53
9297,6.30,X51005719914,54
9298,*S,X51005719914,55
9299,7.50,X51005719914,56
9300,*S,X51005719914,57
9301,9.80,X51005719914,58
9302,TOTAL INCL. GST@6%,X51005719914,59
9303,EDC,X51005719914,60
9304,7186 (MASTER),X51005719914,61
9305,RM 53.30,X51005719914,62
9306,RM 53.30,X51005719914,63
9307,CHIEW YON LOY /,X51005719914,64
9308,GST SUMMARY,X51005719914,65
9309,GST S@6%,X51005719914,66
9310,AMT ( RM ),X51005719914,67
9311,50.28,X51005719914,68
9312,TAX( RM ),X51005719914,69
9313,3.02,X51005719914,70
9314,16-03-18,X51005719914,71
9315,OPERATOR THQT,X51005719914,72
9316,13 : 49,X51005719914,73
9317,SH01 B026,X51005719914,74
9318,T2 R000178141,X51005719914,75
9319,- NOOR FATIN NAJIBAH,X51005719914,76
9320,EXCHANGE ARE ALLOWED WITHIN,X51005719914,77
9321,7 DAYS WITH RECEIPT .,X51005719914,78
9322,STRICTLY NO CASH REFUND.,X51005719914,79
9323,TAX INVOICE,X51005719917,1
9324,DOMINO'S PIZZA,X51005719917,2
9325,GST REF NO : 001694261248,X51005719917,3
9326,DOMINO'S PIZZA SEGAMBUT,X51005719917,4
9327,"D-08, M AVENUE , JLN 1 / 38A",X51005719917,5
9328,SEGAMBUT BAHAGIA,X51005719917,6
9329,51200 KUALA LUMPUR,X51005719917,7
9330,CARRY OUT NOW,X51005719917,8
9331,PAY BY : CASH,X51005719917,9
9332,ORDER,X51005719917,10
9333,ORDER TIME : 12:54:37,X51005719917,11
9334,: 1955,X51005719917,12
9335,BY,X51005719917,13
9336,:5224,X51005719917,14
9337,DATE,X51005719917,15
9338,:26/03/18,X51005719917,16
9339,NAME: MS YING,X51005719917,17
9340,PICKUP TIME:,X51005719917,18
9341,13:09:37,X51005719917,19
9342,QTY MENU,X51005719917,20
9343,DESC,X51005719917,21
9344,COUPON,X51005719917,22
9345,DISC,X51005719917,23
9346,PRICE,X51005719917,24
9347,1,X51005719917,25
9348,1,X51005719917,26
9349,"9""HT",X51005719917,27
9350,"9""NYC",X51005719917,28
9351,(BQ),X51005719917,29
9352,(CP),X51005719917,30
9353,2,X51005719917,31
9354,2,X51005719917,32
9355,2P2C-R-2,X51005719917,33
9356,2P2C-R-2,X51005719917,34
9357,30.30,X51005719917,35
9358,30.30,X51005719917,36
9359,27.60 60.60,X51005719917,37
9360,TOTAL ITEMS,X51005719917,38
9361,SUB-TOTAL,X51005719917,39
9362,COUPON DISCOUNT,X51005719917,40
9363,GRAND TOTAL,X51005719917,41
9364,PAYMENT,X51005719917,42
9365,CHANGE DUE,X51005719917,43
9366,*6% GST INCLUDED,X51005719917,44
9367,:,X51005719917,45
9368,:,X51005719917,46
9369,:,X51005719917,47
9370,:,X51005719917,48
9371,:,X51005719917,49
9372,:,X51005719917,50
9373,:,X51005719917,51
9374,60.60,X51005719917,52
9375,27.60,X51005719917,53
9376,33.00,X51005719917,54
9377,50.00,X51005719917,55
9378,17.00,X51005719917,56
9379,1.87,X51005719917,57
9380,SUPPORT OUR SMILE CAMPAIGN : ),X51005719917,58
9381,DID WE SMILE AT YOU?,X51005719917,59
9382,LET US KNOW AT,X51005719917,60
9383,WWW.DOMINOS.COM.MY/SMILE AND,X51005719917,61
9384,RECEIVE A 30% OFF SIDE ITEM E-COUPON,X51005719917,62
9385,UPON SURVEY SUBMISSION,X51005719917,63
9386,SURVEY CODE :,X51005719917,64
9387,CBC261940195554,X51005719917,65
9388,THANK YOU FOR VISITING DOMINO'S.,X51005719917,66
9389,PLEASE COME AGAIN !,X51005719917,67
9390,1 - 300 - 888 - 333,X51005719917,68
9391,WWW.DOMINOS . COM . MY,X51005719917,69
9392,WE ARE COMPLIANT TO THE PDPA 2010 .,X51005719917,70
9393,VISIT WWW.DOMINOS . COM . MY / TERMS,X51005719917,71
9394,TO VIEW OUR PERSONAL DATA,X51005719917,72
9395,PROTECTION POLICY .,X51005719917,73
9396,OWNED BY,X51005719917,74
9397,DOMMAL FOOD SERVICES SDN BHD,X51005719917,75
9398,CO . NO . 419060-A,X51005719917,76
9399,1,X51005719917,77
9400,MY HAPPY PHARMACY PLT,X51005722668,1
9401,(LLP0007299-LGN),X51005722668,2
9402,"NO 12 GF, JALAN MAMANDA 5.",X51005722668,3
9403,"TAMAN DATO AHMAD RAZALI, JALAN AMPANG,",X51005722668,4
9404,"68000 AMPANG, SELANGOR.",X51005722668,5
9405,TEL +60342661226,X51005722668,6
9406,GST ID 000241512448,X51005722668,7
9407,SIMPLIFIED TAX INVOICE,X51005722668,8
9408,CASH,X51005722668,9
9409,DOC NO,X51005722668,10
9410,CS00038813,X51005722668,11
9411,DATE: 01/02/2018,X51005722668,12
9412,CASHIER,X51005722668,13
9413,ASIFA,X51005722668,14
9414,TIME: 16:07:00,X51005722668,15
9415,SALESPERSON,X51005722668,16
9416,S005,X51005722668,17
9417,REF:,X51005722668,18
9418,ITEM,X51005722668,19
9419,QTY,X51005722668,20
9420,S/PRICE,X51005722668,21
9421,AMOUNT,X51005722668,22
9422,TAX,X51005722668,23
9423,OTC-000127,X51005722668,24
9424,1,X51005722668,25
9425,20.50,X51005722668,26
9426,20.50,X51005722668,27
9427,SR,X51005722668,28
9428,FLANIL ANAL GESIC CR 60G,X51005722668,29
9429,TOTAL QTY,X51005722668,30
9430,1,X51005722668,31
9431,20.50,X51005722668,32
9432,TOTAL SALES (EXCLUDING GST) :,X51005722668,33
9433,19.34,X51005722668,34
9434,DISCOUNT :,X51005722668,35
9435,0.00,X51005722668,36
9436,TOTAL GST :,X51005722668,37
9437,1.16,X51005722668,38
9438,ROUNDING :,X51005722668,39
9439,0.00,X51005722668,40
9440,TOTAL SALES (INCLUSIVE OF GST) :,X51005722668,41
9441,20.50,X51005722668,42
9442,CASH :,X51005722668,43
9443,21.00,X51005722668,44
9444,CHANGE :,X51005722668,45
9445,0.50,X51005722668,46
9446,GST SUMMARY,X51005722668,47
9447,TAX CODE,X51005722668,48
9448,%,X51005722668,49
9449,AMT (RM),X51005722668,50
9450,TAX (RM),X51005722668,51
9451,SR,X51005722668,52
9452,6,X51005722668,53
9453,19.34,X51005722668,54
9454,1.16,X51005722668,55
9455,TOTAL :,X51005722668,56
9456,19.34,X51005722668,57
9457,1,X51005722668,58
9458,GOODS SOLD ARE NOT RETURNABLE. THANK YOU.,X51005722668,59
9459,POPULAR BOOK,X51005722699,1
9460,CO. (M) SDN BHD,X51005722699,2
9461,(CO. NO. 113825-W),X51005722699,3
9462,(GST REG NO. 001492992000),X51005722699,4
9463,"NO 8, JALAN 7/118B, DESA TUN RAZAK",X51005722699,5
9464,"56000 KUALA LUMPUR, MALAYSIA",X51005722699,6
9465,AMPANG POINT CENTRE,X51005722699,7
9466,TEL : 03-42601064/66,X51005722699,8
9467,11/02/18 19 : 21,X51005722699,9
9468,SLIP NO. : 6030098553,X51005722699,10
9469,MOHD NOR AZMI,X51005722699,11
9470,TRANS : 79369,X51005722699,12
9471,DESCRIPTION,X51005722699,13
9472,AMOUNT,X51005722699,14
9473,PB D/S TAPE 12MM,X51005722699,15
9474,1.90 T,X51005722699,16
9475,H/C A4 400'S,X51005722699,17
9476,9.90 T,X51005722699,18
9477,TOTAL RM INCL. OF GST,X51005722699,19
9478,11.80,X51005722699,20
9479,CASH,X51005722699,21
9480,-11.80,X51005722699,22
9481,ITEM COUNT,X51005722699,23
9482,2,X51005722699,24
9483,GST SUMMARY,X51005722699,25
9484,AMOUNT (RM),X51005722699,26
9485,TAX (RM),X51005722699,27
9486,T @ 6%,X51005722699,28
9487,11.13,X51005722699,29
9488,0.67,X51005722699,30
9489,TOTAL SAVINGS,X51005722699,31
9490,0.00,X51005722699,32
9491,BE A POPULAR CARD MEMBER,X51005722699,33
9492,AND ENJOY SPECIAL DISCOUNTS,X51005722699,34
9493,THANK YOU. PLEASE COME AGAIN.,X51005722699,35
9494,WWW. POPULAR . COM. MY,X51005722699,36
9495,BUY CHINESE BOOKS ONLINE,X51005722699,37
9496,WWW. POPULARONLINE. COM. MY,X51005722699,38
9497,R,X51005724554,1
9498,KEDAI PAPAN YEW CHUAN,X51005724554,2
9499,(0005583085-K),X51005724554,3
9500,LOT 276 JALAN BANTING,X51005724554,4
9501,"43800 DENGKIL, SELANGOR.",X51005724554,5
9502,TEL : 03-87686092,X51005724554,6
9503,FAX : 03-87686092,X51005724554,7
9504,GST ID : 000781500416,X51005724554,8
9505,TAX INVOICE,X51005724554,9
9506,BILL TO :,X51005724554,10
9507,SUCI ALAM JAYA TRANSPORT,X51005724554,11
9508,NO 1 JALAN AMAN 2,X51005724554,12
9509,TAMAN DESA 43800,X51005724554,13
9510,DENGKIL SELANGOR,X51005724554,14
9511,017-6057770,X51005724554,15
9512,DOC NO.,X51005724554,16
9513,: CS00010344,X51005724554,17
9514,DATE: 28/02/2018,X51005724554,18
9515,CASHIER,X51005724554,19
9516,: USER,X51005724554,20
9517,TIME: 09:21:00,X51005724554,21
9518,SALESPERSON :,X51005724554,22
9519,REF. :,X51005724554,23
9520,ITEM,X51005724554,24
9521,QTY,X51005724554,25
9522,S/PRICE,X51005724554,26
9523,(GST),X51005724554,27
9524,(GST),X51005724554,28
9525,TAX,X51005724554,29
9526,100140,X51005724554,30
9527,4,X51005724554,31
9528,24.00,X51005724554,32
9529,25.44,X51005724554,33
9530,101.76,X51005724554,34
9531,SR,X51005724554,35
9532,BESI Y 12(CQ),X51005724554,36
9533,TOTAL QTY:,X51005724554,37
9534,4,X51005724554,38
9535,101.76,X51005724554,39
9536,TOTAL SALES (EXCLUDING GST) :,X51005724554,40
9537,96.00,X51005724554,41
9538,DISCOUNT :,X51005724554,42
9539,0.00,X51005724554,43
9540,TOTAL GST :,X51005724554,44
9541,5.76,X51005724554,45
9542,ROUNDING :,X51005724554,46
9543,0.00,X51005724554,47
9544,TOTAL SALES (INCLUSIVE OF GST) :,X51005724554,48
9545,101.76,X51005724554,49
9546,CASH :,X51005724554,50
9547,150.00,X51005724554,51
9548,CHANGE :,X51005724554,52
9549,48.24,X51005724554,53
9550,GST SUMMARY,X51005724554,54
9551,TAX CODE,X51005724554,55
9552,%,X51005724554,56
9553,AMT(RM),X51005724554,57
9554,TAX(RM),X51005724554,58
9555,SR,X51005724554,59
9556,6,X51005724554,60
9557,96.00,X51005724554,61
9558,5.76,X51005724554,62
9559,TOTAL :,X51005724554,63
9560,96.00,X51005724554,64
9561,5.76,X51005724554,65
9562,"GOODS SOLD ARE NOT RETURNABLE, THANK YOU.",X51005724554,66
9563,S/PRICE,X51005724554,67
9564,AMOUNT,X51005724554,68
9565,R,X51005724621,1
9566,KEDAI PAPAN YEW CHUAN,X51005724621,2
9567,(0005583085-K),X51005724621,3
9568,LOT 276 JALAN BANTING,X51005724621,4
9569,"43800 DENGKIL, SELANGOR.",X51005724621,5
9570,TEL : 03-87686092,X51005724621,6
9571,FAX : 03-87686092,X51005724621,7
9572,GST ID : 000781500416,X51005724621,8
9573,TAX INVOICE,X51005724621,9
9574,BILL TO :,X51005724621,10
9575,SUCI ALAM JAYA TRANSPORT,X51005724621,11
9576,NO 1 JALAN AMAN 2,X51005724621,12
9577,TAMAN DESA 43800,X51005724621,13
9578,DENGKIL SELANGOR,X51005724621,14
9579,017-6057770,X51005724621,15
9580,DOC NO.,X51005724621,16
9581,: CS00010527,X51005724621,17
9582,DATE: 06/03/2018,X51005724621,18
9583,CASHIER,X51005724621,19
9584,: USER,X51005724621,20
9585,TIME: 08:58:00,X51005724621,21
9586,SALESPERSON :,X51005724621,22
9587,REF. :,X51005724621,23
9588,ITEM,X51005724621,24
9589,QTY,X51005724621,25
9590,S/PRICE,X51005724621,26
9591,(GST),X51005724621,27
9592,(GST),X51005724621,28
9593,TAX,X51005724621,29
9594,101869,X51005724621,30
9595,2,X51005724621,31
9596,60.00,X51005724621,32
9597,63.60,X51005724621,33
9598,127.20,X51005724621,34
9599,SR,X51005724621,35
9600,PASIR KASAR (D),X51005724621,36
9601,TOTAL QTY:,X51005724621,37
9602,2,X51005724621,38
9603,127.20,X51005724621,39
9604,TOTAL SALES (EXCLUDING GST) :,X51005724621,40
9605,120.00,X51005724621,41
9606,DISCOUNT :,X51005724621,42
9607,0.00,X51005724621,43
9608,TOTAL GST :,X51005724621,44
9609,7.20,X51005724621,45
9610,ROUNDING :,X51005724621,46
9611,0.00,X51005724621,47
9612,TOTAL SALES (INCLUSIVE OF GST) :,X51005724621,48
9613,127.20,X51005724621,49
9614,CASH :,X51005724621,50
9615,150.00,X51005724621,51
9616,CHANGE :,X51005724621,52
9617,22.80,X51005724621,53
9618,GST SUMMARY,X51005724621,54
9619,TAX CODE,X51005724621,55
9620,%,X51005724621,56
9621,AMT (RM),X51005724621,57
9622,TAX (RM),X51005724621,58
9623,SR,X51005724621,59
9624,6,X51005724621,60
9625,120.00,X51005724621,61
9626,7.20,X51005724621,62
9627,TOTAL:,X51005724621,63
9628,120.00,X51005724621,64
9629,7.20,X51005724621,65
9630,"GOODS SOLD ARE NOT RETURNABLE, THANK YOU.",X51005724621,66
9631,S/PRICE,X51005724621,67
9632,AMOUNT,X51005724621,68
9633,R,X51005724627,1
9634,KEDAI PAPAN YEW CHUAN,X51005724627,2
9635,(0005583085-K),X51005724627,3
9636,LOT 276 JALAN BANTING,X51005724627,4
9637,"43800 DENGKIL, SELANGOR.",X51005724627,5
9638,TEL : 03-87686092,X51005724627,6
9639,FAX : 03-87686092,X51005724627,7
9640,GST ID : 000781500416,X51005724627,8
9641,TAX INVOICE,X51005724627,9
9642,BILL TO :,X51005724627,10
9643,SUCI ALAM JAYA TRANSPORT,X51005724627,11
9644,NO 1 JALAN AMAN 2,X51005724627,12
9645,TAMAN DESA 43800,X51005724627,13
9646,DENGKIL SELANGOR,X51005724627,14
9647,017-6057770,X51005724627,15
9648,DOC NO.,X51005724627,16
9649,: CS00011351,X51005724627,17
9650,DATE: 31/03/2018,X51005724627,18
9651,CASHIER,X51005724627,19
9652,: USER,X51005724627,20
9653,TIME: 09:29:00,X51005724627,21
9654,SALESPERSON :,X51005724627,22
9655,REF. :,X51005724627,23
9656,ITEM,X51005724627,24
9657,QTY,X51005724627,25
9658,S/PRICE,X51005724627,26
9659,(GST),X51005724627,27
9660,(GST),X51005724627,28
9661,TAX,X51005724627,29
9662,101756,X51005724627,30
9663,10,X51005724627,31
9664,16.50,X51005724627,32
9665,17.49,X51005724627,33
9666,174.90,X51005724627,34
9667,SR,X51005724627,35
9668,SIMEN,X51005724627,36
9669,TOTAL QTY:,X51005724627,37
9670,10,X51005724627,38
9671,174.90,X51005724627,39
9672,TOTAL SALES (EXCLUDING GST) :,X51005724627,40
9673,165.00,X51005724627,41
9674,DISCOUNT :,X51005724627,42
9675,0.00,X51005724627,43
9676,TOTAL GST :,X51005724627,44
9677,9.90,X51005724627,45
9678,ROUNDING :,X51005724627,46
9679,0.00,X51005724627,47
9680,TOTAL SALES (INCLUSIVE OF GST) :,X51005724627,48
9681,174.90,X51005724627,49
9682,CASH :,X51005724627,50
9683,174.90,X51005724627,51
9684,CHANGE :,X51005724627,52
9685,0.00,X51005724627,53
9686,GST SUMMARY,X51005724627,54
9687,TAX CODE,X51005724627,55
9688,%,X51005724627,56
9689,AMT (RM),X51005724627,57
9690,TAX (RM),X51005724627,58
9691,SR,X51005724627,59
9692,6,X51005724627,60
9693,165.00,X51005724627,61
9694,9.90,X51005724627,62
9695,TOTAL :,X51005724627,63
9696,165.00,X51005724627,64
9697,9.90,X51005724627,65
9698,"GOODS SOLD ARE NOT RETURNABLE, THANK YOU.",X51005724627,66
9699,S/PRICE,X51005724627,67
9700,AMOUNT,X51005724627,68
9701,R,X51005724629,1
9702,KEDAI PAPAN YEW CHUAN,X51005724629,2
9703,(0005583085-K),X51005724629,3
9704,LOT 276 JALAN BANTING,X51005724629,4
9705,"43800 DENGKIL, SELANGOR.",X51005724629,5
9706,TEL : 03-87686092,X51005724629,6
9707,FAX : 03-87686092,X51005724629,7
9708,GST ID : 000781500416,X51005724629,8
9709,TAX INVOICE,X51005724629,9
9710,BILL TO :,X51005724629,10
9711,SUCI ALAM JAYA TRANSPORT,X51005724629,11
9712,NO 1 JALAN AMAN 2,X51005724629,12
9713,TAMAN DESA 43800,X51005724629,13
9714,DENGKIL SELANGOR,X51005724629,14
9715,017-6057770,X51005724629,15
9716,DOC NO.,X51005724629,16
9717,: CS00010930,X51005724629,17
9718,DATE: 17/03/2018,X51005724629,18
9719,CASHIER,X51005724629,19
9720,: USER,X51005724629,20
9721,TIME: 15:02:00,X51005724629,21
9722,SALESPERSON :,X51005724629,22
9723,REF. :,X51005724629,23
9724,ITEM,X51005724629,24
9725,QTY,X51005724629,25
9726,S/PRICE,X51005724629,26
9727,(GST),X51005724629,27
9728,(GST),X51005724629,28
9729,TAX,X51005724629,29
9730,100088,X51005724629,30
9731,3,X51005724629,31
9732,55.00,X51005724629,32
9733,58.30,X51005724629,33
9734,174.90,X51005724629,34
9735,SR,X51005724629,35
9736,B.R.C A10 1.7X4M,X51005724629,36
9737,TOTAL QTY:,X51005724629,37
9738,3,X51005724629,38
9739,174.90,X51005724629,39
9740,TOTAL SALES (EXCLUDING GST) :,X51005724629,40
9741,165.00,X51005724629,41
9742,DISCOUNT :,X51005724629,42
9743,0.00,X51005724629,43
9744,TOTAL GST :,X51005724629,44
9745,9.90,X51005724629,45
9746,ROUNDING :,X51005724629,46
9747,0.00,X51005724629,47
9748,TOTAL SALES (INCLUSIVE OF GST) :,X51005724629,48
9749,174.90,X51005724629,49
9750,CASH :,X51005724629,50
9751,200.00,X51005724629,51
9752,CHANGE :,X51005724629,52
9753,25.10,X51005724629,53
9754,GST SUMMARY,X51005724629,54
9755,TAX CODE,X51005724629,55
9756,%,X51005724629,56
9757,AMT (RM),X51005724629,57
9758,TAX (RM),X51005724629,58
9759,SR,X51005724629,59
9760,6,X51005724629,60
9761,165.00,X51005724629,61
9762,9.90,X51005724629,62
9763,TOTAL :,X51005724629,63
9764,165.00,X51005724629,64
9765,9.90,X51005724629,65
9766,"GOODS SOLD ARE NOT RETURNABLE, THANK YOU.",X51005724629,66
9767,TAX INVOICE,X51005741944,1
9768,BHPETROL SUBANG AIRPORT,X51005741944,2
9769,JALAN LAPANGAN TERBANG SUBANG,X51005741944,3
9770,47200 SUBANG,X51005741944,4
9771,SELANGOR,X51005741944,5
9772,D'ROSH SERVPORT,X51005741944,6
9773,CO. REG. NO: 000948487-V,X51005741944,7
9774,GST REG. NO: 000768122880,X51005741944,8
9775,18-01-2018 15:44:46,X51005741944,9
9776,CASHIER: 888,X51005741944,10
9777,INVOICE NO: 1-916166,X51005741944,11
9778,ITEM,X51005741944,12
9779,U\PRICE,X51005741944,13
9780,QNTY,X51005741944,14
9781,AMOUNT,X51005741944,15
9782,INFINITI 97 E4MP3,X51005741944,16
9783,2.570,X51005741944,17
9784,16.32,X51005741944,18
9785,41.95 S,X51005741944,19
9786,TOTAL SALES,X51005741944,20
9787,41.95,X51005741944,21
9788,TOTAL AMOUNT PAYABLE,X51005741944,22
9789,41.95,X51005741944,23
9790,EDC MASTER,X51005741944,24
9791,41.95,X51005741944,25
9792,GST SUMMARY,X51005741944,26
9793,AMOUNT RM,X51005741944,27
9794,TAX RM,X51005741944,28
9795,S: STANDARD 6%,X51005741944,29
9796,39.58,X51005741944,30
9797,2.37,X51005741944,31
9798,ECARD,X51005741944,32
9799,WONG TAI CHIN,X51005741944,33
9800,CARD NUMBER,X51005741944,34
9801,7897139011685960,X51005741944,35
9802,MERCHANT NUMBER,X51005741944,36
9803,000001020138429,X51005741944,37
9804,REFERENCE NUMBER,X51005741944,38
9805,199258579655,X51005741944,39
9806,AWARD BALANCE,X51005741944,40
9807,412,X51005741944,41
9808,EARNED,X51005741944,42
9809,41,X51005741944,43
9810,NEW BALANCE,X51005741944,44
9811,453,X51005741944,45
9812,EPOINTS EXPIRY,X51005741944,46
9813,24,X51005741944,47
9814,31/10/2020,X51005741944,48
9815,136,X51005741944,49
9816,30/11/2020,X51005741944,50
9817,THANK YOU FOR SHOPPING AT SHPETROMART,X51005741944,51
9818,CUSTOMER SERVICE 1-300-22-2828,X51005741944,52
9819,RM,X51005741944,53
9820,RM,X51005741944,54
9821,RM,X51005741944,55
9822,BHPETROL PALEKBANG,X51005742068,1
9823,"LOT 1626, MUKIM KAMPUNG LAUT",X51005742068,2
9824,TUMPAT,X51005742068,3
9825,"16200 PALEKBANG, KELANTAN",X51005742068,4
9826,PREPAY CHIT NUMBER,X51005742068,5
9827,29721,X51005742068,6
9828,THIS IS NOT A RECEIPT,X51005742068,7
9829,A TAX INVOICE WILL BE ISSUED UPON THE,X51005742068,8
9830,COMPLETION OF THE SALE TRANSACTION,X51005742068,9
9831,24-03-2018 22:02:55,X51005742068,10
9832,CASHIER : 465,X51005742068,11
9833,TRANSACTION NO: 1-8046,X51005742068,12
9834,ITEM,X51005742068,13
9835,U\PRICE,X51005742068,14
9836,QNTY AMOUNT,X51005742068,15
9837,PPF,X51005742068,16
9838,P1,X51005742068,17
9839,1.000,X51005742068,18
9840,6,X51005742068,19
9841,6.00,X51005742068,20
9842,TOTAL AMOUNT,X51005742068,21
