,text_lines,doc_id,line_id
9472,"43300 SERI KEMBANGAN, SELANGOR
",X51005757346,7
9473,"(GST ID No :000306020352)
",X51005757346,8
9474,"(IOI PUCHONG)
",X51005757346,9
9475,"-TAX INVOICE-
",X51005757346,10
9476,"DOUBLE EXT BOX 10Y 40/016 CBD4110 *S
",X51005757346,11
9477,"WA21 - 20
",X51005757346,12
9478,"
",X51005757346,13
9479,"9553114461423 1 X 25.90 25.90
",X51005757346,14
9480,"
",X51005757346,15
9481,"PLASTIC BAGS xs
",X51005757346,16
9482,"99999 1X 0.20 0.20
",X51005757346,17
9483,"
",X51005757346,18
9484,"Item(s) : 2 Qty(s) : 2
",X51005757346,19
9485,"Total Incl. GST¢6% RM 26.10
",X51005757346,20
9486,"CASH RM 50.00
",X51005757346,21
9487,"CHANGE RM 23.90
",X51005757346,22
9488,"
",X51005757346,23
9489,"GST @6% included in total RM 1.48
",X51005757346,24
9490,"
",X51005757346,25
9491,"23-03-18 18:09 SHO! ZJ86 11 R000111784
",X51005757346,26
9492,"OPERATOR TRAINEE CASHIER
",X51005757346,27
9493,"
",X51005757346,28
9494,"EXCHANGE ARE ALLOWED WITHIN
",X51005757346,29
9495,"T DAY WITH RECEIPT.
",X51005757346,30
9496,"STRICTLY NO CASH REFUND.
",X51005757346,31
9497,,X51005757346,32
9498,"21803053
",X51005757349,1
9499,"
",X51005757349,2
9500,"=:
",X51005757349,3
9501,"‘
",X51005757349,4
9502,"
",X51005757349,5
9503,"GOLDEN KEY MAKER
",X51005757349,6
9504,"(000760274-K)
",X51005757349,7
9505,"No 5, Jalan Kenari 2,
",X51005757349,8
9506,"Bandar Puchong Jaya,
",X51005757349,9
9507,"47100 Puchong, Selangor
",X51005757349,10
9508,"TEL: 03-58919941
",X51005757349,11
9509,"FAX: 03-58919941
",X51005757349,12
9510,"E-Mail: goldenkeymaker@gmai].com
",X51005757349,13
9511,"Website: www.goldenkeymaker .com
",X51005757349,14
9512,"
",X51005757349,15
9513,"S/P SHOE Inv No : CS-0014134
",X51005757349,16
9514,"24-Mar-2018 03:44:22 PM
",X51005757349,17
9515,"
",X51005757349,18
9516,"No.Desc/Code Qty Price Disck Amount
",X51005757349,19
9517,"
",X51005757349,20
9518,"1 NORMAL KEY
",X51005757349,21
9519,"
",X51005757349,22
9520,"33100 4 4,00 0.00 16.00
",X51005757349,23
9521,"2 NORMAL KEY LONG
",X51005757349,24
9522,"33101 1 5.00 0.00 5.00
",X51005757349,25
9523,"
",X51005757349,26
9524,"Total Qty : 5 Sub-Total : 21.00
",X51005757349,27
9525,"Discount : 0.00
",X51005757349,28
9526,"
",X51005757349,29
9527,"Net Total : 21.00
",X51005757349,30
9528,"
",X51005757349,31
9529,"Cash Received : 50.00
",X51005757349,32
9530,"
",X51005757349,33
9531,"Change : 29.00
",X51005757349,34
9532,"
",X51005757349,35
9533,"GOODS SOLD ARE NOT RETURNABLE/REFUNDABLE
",X51005757349,36
9534,,X51005757349,37
9535,"$18 03054
",X51005757351,1
9536,"
",X51005757351,2
9537,"MR. D.I.Y. (M) SDN BHD
",X51005757351,3
9538,"(CO.REG :860671-D)
",X51005757351,4
9539,"LOT 1851-A & 1851-B, JALAN KPB 6,
",X51005757351,5
9540,"KAWASAN PERINDUSTRIAN BALAKONG,
",X51005757351,6
9541,"43300 SERI KEMBANGAN, SELANGOR
",X51005757351,7
9542,"(GST ID No :000306020352)
",X51005757351,8
9543,"(101 PUCHONG)
",X51005757351,9
9544,"-TAX INVOICE-
",X51005757351,10
9545,"
",X51005757351,11
9546,"MULTIPURPOSE BROOM 737P W/4FT #8
",X51005757351,12
9547,"WAI6 - 24
",X51005757351,13
9548,"
",X51005757351,14
9549,"9555221300282 2X 6.50 13.00
",X51005757351,15
9550,"HOSE PUMP C88351# 4S
",X51005757351,16
9551,"KE23-33-53 - 12/120
",X51005757351,17
9552,"
",X51005757351,18
9553,"9074333 eX i On 9 0
",X51005757351,19
9554,"Item(s) : 2 Qty(s) : 3
",X51005757351,20
9555,"Total Incl. GST@6% RM 14.90
",X51005757351,21
9556,"CASH RM 20.00
",X51005757351,22
9557,"CHANGE RM 5.10
",X51005757351,23
9558,"
",X51005757351,24
9559,"GST @6% included in total RM 0.84
",X51005757351,25
9560,"
",X51005757351,26
9561,"24-03-18 18:02 SHO1 ZJ86 11 R000112043
",X51005757351,27
9562,"OPERATOR TRAINEE CASHTER
",X51005757351,28
9563,"
",X51005757351,29
9564,"EXCHANGE ARE ALLOWED WITHIN
",X51005757351,30
9565,"( DAY WITH RECEIPT.
",X51005757351,31
9566,"STRICTLY NO CASH REFUND.
",X51005757351,32
9567,,X51005757351,33
9568,"31802065
",X51005757353,1
9569,"
",X51005757353,2
9570,"MR. D.I.Y. (HM) SDN BHD
",X51005757353,3
9571,"(CO.REG :860671-D)
",X51005757353,4
9572,"LOT 1851-A & 1851-B, JALAN KPB 6,
",X51005757353,5
9573,"KAWASAN PERINOUSTRIAN BALAKONG,
",X51005757353,6
9574,"43300 SERI KEMBANGAN, SELANGOR
",X51005757353,7
9575,"(GST ID No :000306020352)
",X51005757353,8
9576,"(101 PUCHONG)
",X51005757353,9
9577,"-TAX INVOICE-
",X51005757353,10
9578,"
",X51005757353,11
9579,"WHITE CABLE TIE 4*200MM(8’) #8
",X51005757353,12
9580,"UB52 - 20/250
",X51005757353,13
9581,"
",X51005757353,14
9582,"9072317 1X 3.90 3.90
",X51005757353,15
9583,"WHITE CABLE TIE 5*250 *§
",X51005757353,16
9584,"UH32 - 10/150
",X51005757353,17
9585,"
",X51005757353,18
9586,"9072318 1X 6.50 6.50
",X51005757353,19
9587,"HOSE PUMP C88351# *§
",X51005757353,20
9588,"KE23-33-53 - 12/120
",X51005757353,21
9589,"
",X51005757353,22
9590,"9074333 1X 1.90 1.90
",X51005757353,23
9591,"Item(s) : 3 Qty(s) : 3
",X51005757353,24
9592,"Total Incl. GST@6% RM 12.30
",X51005757353,25
9593,"CASH RM 50.00
",X51005757353,26
9594,"CHANGE RM 37.70
",X51005757353,27
9595,"
",X51005757353,28
9596,"Sl @6% included in total RM 0.70
",X51005757353,29
9597,"
",X51005757353,30
9598,"2a. -03-18 18:10 SHO! ZJ86 11 RO00112046
",X51005757353,31
9599,"OPERATOR TRAINEE CASHIER
",X51005757353,32
9600,"
",X51005757353,33
9601,"EXCHANGE ARE ALLOWED WITHIN
",X51005757353,34
9602,"( DAY WITH RECEIPT.
",X51005757353,35
9603,"STRICTLY NO CASH REFUND.
",X51005757353,36
9604,,X51005757353,37
9605," 
",X51005763940,1
9606,"
",X51005763940,2
9607,"a
",X51005763940,3
9608,"
",X51005763940,4
9609,"‘Harvey Norman
",X51005763940,5
9610,"
",X51005763940,6
9611," 
",X51005763940,7
9612,"
",X51005763940,8
9613,"Harvey Norman M'sia Paradigm Mal]
",X51005763940,9
9614,"Elitetrax Marketing Sdn Bhd (616227-D)
",X51005763940,10
9615,"Lot 1F-01802, 1st Flr,Paradigm Mall,
",X51005763940,11
9616,"No. 1 Jalan SS 7/264,
",X51005763940,12
9617,"Kelana Jaya,
",X51005763940,13
9618,"47301 Petaling Jaya
",X51005763940,14
9619,"TEL: 1300-88-5200 (HN Customer Service)
",X51005763940,15
9620,"GST REG. NO : 000551006208
",X51005763940,16
9621,"
",X51005763940,17
9622,"4* Original ++
",X51005763940,18
9623,"You were served by Salesman: CHI CHERN
",X51005763940,19
9624,"
",X51005763940,20
9625,"6005283
",X51005763940,21
9626,"CANON CART PG-47BK
",X51005763940,22
9627,"2 * 24.00 60.00 S6
",X51005763940,23
9628,"Total Incl .0f GST 60.00
",X51005763940,24
9629,"UOB Terminal RM 60.00 pu
",X51005763940,25
9630,"Card No Sop gO 14
",X51005763940,26
9631,"
",X51005763940,27
9632,"Auth Code : R13299
",X51005763940,28
9633,"
",X51005763940,29
9634,"GST Inclusiva: Amount(RM) Tax (RM)
",X51005763940,30
9635,"S6 = 6.00 % of 60.00 3.40
",X51005763940,31
9636,"
",X51005763940,32
9637,"Date Time Branch POS Transac
",X51005763940,33
9638,"
",X51005763940,34
9639,"11.02.18 14:08 2007 2 2440.
",X51005763940,35
9640,"
",X51005763940,36
9641,"SalesmanID CashierID  CashierName
",X51005763940,37
9642,"803216 801817 — NORSHAFIKA
",X51005763940,38
9643,"
",X51005763940,39
9644,"| Use This Code : WELCOME20 To Enjoy |
",X51005763940,40
9645,"
",X51005763940,41
9646,"| RM 20 Discount Online Now ! |
",X51005763940,42
9647,"
",X51005763940,43
9648,"Shop With Confidence at Harvey Norman.
",X51005763940,44
9649,"
",X51005763940,45
9650,"Keep Receipt as proof of Purchase.
",X51005763940,46
9651,"
",X51005763940,47
9652,"Visit waw.harveynorman.com.my for
",X51005763940,48
9653,"
",X51005763940,49
9654,"more promotions and offers.
",X51005763940,50
9655,,X51005763940,51
9656,"KAISON FURNISHING SDN BHD
",X51005806678,1
9657,"L4-17 (B), Level 4,
",X51005806678,2
9658,"UP2-01, Melawati Mall,
",X51005806678,3
9659,"355, Jalan Bandar Melawati,
",X51005806678,4
9660,"Pusat Bandar Melawati,
",X51005806678,5
9661,"53100 Kuala Lumpur.
",X51005806678,6
9662,"Co. Reg No. (761834-2;
",X51005806678,7
9663,"GST Reg No. 001813975040
",X51005806678,8
9664,"Tel: 03 - 41019864
",X51005806678,9
9665,"Slip  OOOOMLW-P3000024348
",X51005806678,10
9666,"Staff: 1799 Siti Izza Trans: 1603029175
",X51005806678,11
9667,"Date: 29-01-18 20:38
",X51005806678,12
9668,"
",X51005806678,13
9669,"Barcode: 10182079
",X51005806678,14
9670,"FLOWER BUNCH - ROSE
",X51005806678,15
9671,"
",X51005806678,16
9672,"122 pes @ 18.90 2,305.80 SR
",X51005806678,17
9673,"Item No.: 30001640
",X51005806678,18
9674,"FLOWER BUNCH - CRYST
",X51005806678,19
9675,"
",X51005806678,20
9676,"240 pcs @ 13.90 3,336.00 SR
",X51005806678,21
9677,"Item No.: 30001635
",X51005806678,22
9678,"FLOWER BUNCH - 7H{
",X51005806678,23
9679,"
",X51005806678,24
9680,"130 pes @ 16.90 2,197.00 5
",X51005806678,25
9681,"Total RM
",X51005806678,26
9682,"CASH: (HYR)
",X51005806678,27
9683,"Change
",X51005806678,28
9684,"
",X51005806678,29
9685," 
",X51005806678,30
9686,"
",X51005806678,31
9687,"GSTX —Amt(RM) —GST(RM) Total (RN)
",X51005806678,32
9688,"
",X51005806678,33
9689,"SR 6 7,395.09 443.71 7,838.80
",X51005806678,34
9690,"I GOODS SOLD ARE NON-CASH REFUNDABLE.
",X51005806678,35
9691,"EXCHANGE OF GOODS WITHIN 14 DAYS
",X51005806678,36
9692,"| _ ACCOMPANIED BY ORIGINAL RECEIPT.
",X51005806678,37
9693,"
",X51005806678,38
9694,"Ener ne
",X51005806678,39
9695,,X51005806678,40
9696,"LEE WAH EEORIS! T SON BHD
",X51005806679,1
9697,"(621273-W)
",X51005806679,2
9698,"129, JALAN TUN H.S LEE,
",X51005806679,3
9699,"50000 KUALA LUMPUR,
",X51005806679,4
9700,"
",X51005806679,5
9701," 
",X51005806679,6
9702,"   
",X51005806679,7
9703,"
",X51005806679,8
9704,"TEL 03-207823 2/012-5 89466 FAX: 03-
",X51005806679,9
9705,"SALES@LEEWAHFLORIST.COM
",X51005806679,10
9706,"GST ID : 001011499008
",X51005806679,11
9707,"
",X51005806679,12
9708,"TAX INVOICE ___
",X51005806679,13
9709,"
",X51005806679,14
9710," 
",X51005806679,15
9711,"
",X51005806679,16
9712,"Doc No : CS00183546 Date: 92/02/2018
",X51005806679,17
9713,"Cashier : USER Tme 21:41:00
",X51005806679,18
9714,"Salesperson Ref.:
",X51005806679,19
9715,"
",X51005806679,20
9716,"(GST) (GST)
",X51005806679,21
9717,"dtem ly S/Price S/Price —Arount Tix
",X51005806679,22
9718,"1015 2 1200 0 13 72 ived  $R
",X51005806679,23
9719,"PEACOCK YELLOW
",X51005806679,24
9720,"1012 4 34.00 9 ad 04 144.16 &R
",X51005806679,25
9721,"STATICE FULL IMP
",X51005806679,26
9722,"1145 { 56.00 61.48 61.68 6 SR
",X51005806679,27
9723,"LIL’? CONCORDO 2H
",X51005806679,28
9724,"1037 2 6.c0 6.36 1272 §R
",X51005806679,29
9725,"SNOW WHITE LEAF
",X51005806679,30
9726,"~ 1050 1 26000 3.71 a1 SR
",X51005806679,31
9727,"FLORIDA BEAUTY
",X51005806679,32
9728,"1097 4 9.00 6.54 38.16 SR
",X51005806679,33
9729,"PALM LEAF L
",X51005806679,34
9730,"1098 3 4.50 4.77 14.31 §R
",X51005806679,35
9731,"PALM LEAF M
",X51005806679,36
9732,"1006 { 24.00 24.32 74.92 SR
",X51005806679,37
9733,"ROSE INDIA SUPERICIR
",X51005806679,38
9734,"
",X51005806679,39
9735,"2748 4
",X51005806679,40
9736,"SUCCULENT L pies it
",X51005806679,41
9737,"—YoialQt: 22
",X51005806679,42
9738,"
",X51005806679,43
9739," 
",X51005806679,44
9740,"
",X51005806679,45
9741,"Total Sales (Exclucing GST) . 353.00
",X51005806679,46
9742,"Discount ° 0.00
",X51005806679,47
9743,"Total GST : 21.18
",X51005806679,48
9744,"Rounding 0.02
",X51005806679,49
9745,"
",X51005806679,50
9746,"Total Sales (Inclusive of GST) : 374.20
",X51005806679,51
9747,"
",X51005806679,52
9748,"CASH : 400.00
",X51005806679,53
9749,"Change : 25.80
",X51005806679,54
9750,"
",X51005806679,55
9751,"'GSTSUMMARY === =——C———CC(CS
",X51005806679,56
9752,"Tax Code uA Amt(RM) ‘Tax (RM):
",X51005806679,57
9753,"SR 6 363.06 21.18 i
",X51005806679,58
9754,"Total: 38300 24.18,
",X51005806679,59
9755,"
",X51005806679,60
9756,"GOODS SOLD ARE NOT RETURNABLE, THANK YOU.
",X51005806679,61
9757,,X51005806679,62
9758,"ADVANCO COMPANY
",X51005806685,1
9759,"Company Reg. No. : 725186-V
",X51005806685,2
9760,"
",X51005806685,3
9761,"NO 1&3, Jalan Wangsa Delima 12,
",X51005806685,4
9762,"Wangsa Link, Wangsa Maju,
",X51005806685,5
9763,"53300 Kuala Lumpur
",X51005806685,6
9764,"03-41318972
",X51005806685,7
9765,"GST Reg: 001658445824
",X51005806685,8
9766,"
",X51005806685,9
9767," 
",X51005806685,10
9768,"
",X51005806685,11
9769,"TAX INVOICE
",X51005806685,12
9770,"CB#: 389772 17/01/2018 8.08.53
",X51005806685,13
9771,"M#: M1-0
",X51005806685,14
9772,"Cashier: c1000-
",X51005806685,15
9773,"Qty Description — Price. Totai
",X51005806685,16
9774,"“CANON PG-47BK E400 BLACK FINE ¢ SR
",X51005806685,17
9775,"
",X51005806685,18
9776,"1 27736 29.06 29.00
",X51005806685,19
9777,"ea. ieeo 008
",X51005806685,20
9778,"
",X51005806685,21
9779,"    
",X51005806685,22
9780,"
",X51005806685,23
9781,"ie “igounding, Ad
",X51005806685,24
9782,"Total Inclusive ¢ GST:
",X51005806685,25
9783,"
",X51005806685,26
9784," 
",X51005806685,27
9785,"
",X51005806685,28
9786,"21.00
",X51005806685,29
9787,"
",X51005806685,30
9788,"BeOS ilies Olels
",X51005806685,31
9789,"
",X51005806685,32
9790,"  
",X51005806685,33
9791,"
",X51005806685,34
9792,"74,64 29.00
",X51005806685,35
9793,"
",X51005806685,36
9794," 
",X51005806685,37
9795,"
",X51005806685,38
9796,"Thank you & Please come again.
",X51005806685,39
9797,"
",X51005806685,40
9798,"Goods soid are not returnable for refund or
",X51005806685,41
9799,"exchange !!
",X51005806685,42
9800,,X51005806685,43
9801,"VANCO COMPANY
",X51005806698,1
9802,"Coenen Reg. No. : 7251 186-V
",X51005806698,2
9803,"NO 1&3, Jalan Wangsa Delima 12,
",X51005806698,3
9804,"Wangsa Link, Wangsa Maju,
",X51005806698,4
9805,"53300 Kuala Lumpur
",X51005806698,5
9806,"03-41318972
",X51005806698,6
9807,"
",X51005806698,7
9808,"GST Reg: 001658445824
",X51005806698,8
9809,"
",X51005806698,9
9810," 
",X51005806698,10
9811,"
",X51005806698,11
9812," 
",X51005806698,12
9813,"
",X51005806698,13
9814," 
",X51005806698,14
9815,"
",X51005806698,15
9816," 
",X51005806698,16
9817,"
",X51005806698,17
9818," 
",X51005806698,18
9819,"
",X51005806698,19
9820,"TAX INVOICE
",X51005806698,20
9821,"CB#: 395164 28/02/2018 6:02:25
",X51005806698,21
9822,"M#: M1-0
",X51005806698,22
9823,"Cashier: c1000-
",X51005806698,23
9824,"Qty Description Price 3 Total _ pee
",X51005806698,24
9825,"UNICORN GLUE STICK USG-21G 2S SR
",X51005806698,25
9826,"2 27755 5.80 11.60
",X51005806698,26
9827,"Item Discount 10% -1.16
",X51005806698,27
9828,"2 Type. 1 Total — 11.60
",X51005806698,28
9829,"Rounding Adj ee 0 =
",X51005806698,29
9830,"Total Inclusive GST: yy
",X51005806698,30
9831,"CASH 00
",X51005806698,31
9832,"Change 9.55
",X51005806698,32
9833,"GST Summary
",X51005806698,33
9834,"Code % NetAmt GST Total
",X51005806698,34
9835,"SR 6% 9.85 0.59 10.44
",X51005806698,35
9836,"Total 9.85 0.59 10.44
",X51005806698,36
9837,"
",X51005806698,37
9838,"NAS GREAT IDEA
",X51005806698,38
9839,"
",X51005806698,39
9840,"Thank you & Please come again.
",X51005806698,40
9841,"
",X51005806698,41
9842,"Goods sold are not returnable for refund or
",X51005806698,42
9843,"exchange !!
",X51005806698,43
9844,,X51005806698,44
9845,"Cash Sale
",X51005806702,1
9846,"
",X51005806702,2
9847,"SINNATHAMBY HOLDINGS
",X51005806702,3
9848,"SDN. BHD.
",X51005806702,4
9849,"
",X51005806702,5
9850,"249336-T
",X51005806702,6
9851,"
",X51005806702,7
9852,"NO.17, 18 & 41, JALAN BESAR,
",X51005806702,8
9853,"
",X51005806702,9
9854,"39100 BRINCHANG,
",X51005806702,10
9855,"
",X51005806702,11
9856,"CAMERON HIGHLANDS,
",X51005806702,12
9857,"
",X51005806702,13
9858,"PAHANG
",X51005806702,14
9859,"
",X51005806702,15
9860,"GST Reg.: 002120876032
",X51005806702,16
9861,"
",X51005806702,17
9862,"Document No. : T03-18/199913
",X51005806702,18
9863,"
",X51005806702,19
9864,"Date : 06/02/2018 07:11:54 PM
",X51005806702,20
9865,"DESC : PRICE Disc AMOUNT TAX
",X51005806702,21
9866,"QTY RM RM CODE
",X51005806702,22
9867,"
",X51005806702,23
9868,"ROYAL GOLD LUXURIOUS KITCHEN TOWEL
",X51005806702,24
9869,"6R*60
",X51005806702,25
9870,"
",X51005806702,26
9871,"1UNIT * 13.50 0.00 13.50 SR
",X51005806702,27
9872,"Total Qty: 1
",X51005806702,28
9873,"
",X51005806702,29
9874,"Total Inclusive GST 6% :
",X51005806702,30
9875,"Rounding Adjustment:
",X51005806702,31
9876,"
",X51005806702,32
9877,"Rounded Total (RM): <
",X51005806702,33
9878,"
",X51005806702,34
9879," 
",X51005806702,35
9880,"
",X51005806702,36
9881,"GSTSummary Amount(RM) Tax(RM)
",X51005806702,37
9882,"
",X51005806702,38
9883,"een Thanks You sew
",X51005806702,39
9884,,X51005806702,40
9885,"Cash Saie
",X51005806703,1
9886,"
",X51005806703,2
9887,"SINNATHAMBY HOLOINGS SON. GtHib. (2:49336-T)
",X51005806703,3
9888,"NO.17, 18 & 41, JALAN BESAR,
",X51005806703,4
9889,"
",X51005806703,5
9890,"39100 BRINCHANG,, -
",X51005806703,6
9891,"
",X51005806703,7
9892,"CAMERON HIGHLANDS,
",X51005806703,8
9893,"
",X51005806703,9
9894,"PAHANG :
",X51005806703,10
9895,"
",X51005806703,11
9896,"| GST Reg.:002 eae
",X51005806703,12
9897,"
",X51005806703,13
9898,"Document No. : 104-18/684227 _ ae
",X51005806703,14
9899,"
",X51005806703,15
9900,"Date : 06/02/2018 07:09:46 PM
",X51005806703,16
9901,"DESC PRICE Disc AMOUNT TAX.
",X51005806703,17
9902,"QTy RM Rm § ODE
",X51005806703,18
9903,"
",X51005806703,19
9904,"POLY CHOPPING BOARD - 013 peas
",X51005806703,20
9905,"
",X51005806703,21
9906,"3 UNIT * 480 000 14.40 SR
",X51005806703,22
9907,"PLASTIC BOWL - 2.80
",X51005806703,23
9908,"
",X51005806703,24
9909,"» INIT * 280 000 22.40 SR
",X51005806703,25
9910,"PLASTIC ¢ ONTAINER W COVER MS-SQ-1
",X51005806703,26
9911,"
",X51005806703,27
9912,"6 UNIT * 1% 0.00 900 SR
",X51005806703,28
9913,"BENXON PP HYGIENIC CUP-AC-700 22 02-50PCS
",X51005806703,29
9914,"
",X51005806703,30
9915,"1 UNIT * 10.00 0.00 10.00 SR
",X51005806703,31
9916,"STAEDTLER LUNA COLOUR #1 NCIL
",X51005806703,32
9917,"
",X51005806703,33
9918,"11 UNIT * 490 0.00 53.90 SR
",X51005806703,34
9919,"Total Qty: 29
",X51005806703,35
9920,"
",X51005806703,36
9921,"Total Inclusive GST 6% :
",X51005806703,37
9922,"Rounding Adjustment:
",X51005806703,38
9923,"
",X51005806703,39
9924,"Rounded Total (RM):
",X51005806703,40
9925,"
",X51005806703,41
9926," 
",X51005806703,42
9927," 
",X51005806703,43
9928,"  
",X51005806703,44
9929,,X51005806703,45
9930,"ADVANCO COMPANY
",X51005806716,1
9931,"Company Reg. No. : 7251 86-V
",X51005806716,2
9932,"NO 1&3, Jalan Wangsa Delima 12,
",X51005806716,3
9933,"Wangsa Link, Wangsa Maju,
",X51005806716,4
9934,"53300 Kuala Lumpur
",X51005806716,5
9935,"03-41318972
",X51005806716,6
9936,"GST Reg: 001658445824
",X51005806716,7
9937,"TAX INVOICE
",X51005806716,8
9938,"
",X51005806716,9
9939,"CB#H: 289720 171012018 4 2153
",X51005806716,10
9940,"M# M2-G
",X51005806716,11
9941,"Cashier: c2000- '
",X51005806716,12
9942,"Qty Cescrinten Frice Totai
",X51005806716,13
9943,"UNICORN-ZOCM HALE WHITE RULEF SR
",X51005806716,14
9944,"1 A15961 8G 0.20
",X51005806716,15
9945,"CBE-S217 CBE 7"" ScISsaKs (20MM SR
",X51005806716,16
9946,"1 A27269 £20 6.20 {
",X51005806716,17
9947,"2 Type 2 “Total ee 7.00
",X51005806716,18
9948,"Rownsig Ac] ieee eemmNC CO)
",X51005806716,19
9949,"Total Inclusive GST: 7.00
",X51005806716,20
9950,"CASH 50.00
",X51005806716,21
9951,"Change 43.00
",X51005806716,22
9952,"GST Summary
",X51005806716,23
9953,"
",X51005806716,24
9954,"BCote Ge NetAntae
",X51005806716,25
9955,"
",X51005806716,26
9956,"    
",X51005806716,27
9957,"
",X51005806716,28
9958," 
",X51005806716,29
9959,"
",X51005806716,30
9960,"Total =si(atéi SC SSC7200
",X51005806716,31
9961,"
",X51005806716,32
9962,"Thank you & Please come again.
",X51005806716,33
9963,"
",X51005806716,34
9964,"Goods sold are not retumable for refund or
",X51005806716,35
9965,"exchange !!
",X51005806716,36
9966,,X51005806716,37
9967,"Qoner A icks + Saersen .
",X51005889296,1
9968,"
",X51005889296,2
9969,"TKANO HANDEL SON BHD
",X51005889296,3
9970,"(1074617k)
",X51005889296,4
9971,"
",X51005889296,5
9972,"IKEA Cheras
",X51005889296,6
9973,"No 2A Jalan Cochrane
",X51005889296,7
9974,"Taman Maluri
",X51005889296,8
9975,"55100 KUALA LUMPUR
",X51005889296,9
9976,"GST No.: 000115154944
",X51005889296,10
9977,"
",X51005889296,11
9978,"Slip: 000000010900071
",X51005889296,12
9979,"ite: 25/04/18
",X51005889296,13
9980,"
",X51005889296,14
9981,"11:06
",X51005889296,15
9982,"
",X51005889296,16
9983,"Trans: 409712949 He 95897
",X51005889296,17
9984,"Description Amount TX
",X51005889296,18
9985,"SBRGGG00' 6 Chicken Cury Puff,
",X51005889296,19
9986,"
",X51005889296,20
9987,"4 bag @ 22.00
",X51005889296,21
9988,"Total RA Including GST 6X 22.00
",X51005889296,22
9989,"Rounding Ad). 0.00
",X51005889296,23
9990,"Total Rounded 22.00
",X51005889296,24
9991,"Cash -22.00
",X51005889296,25
9992,"
",X51005889296,26
9993,"GST SR oh 22.00 1.25
",X51005889296,27
9994,"Amt, Excl. GsT 20.76
",X51005889296,28
9995,"
",X51005889296,29
9996,"   
",X51005889296,30
9997,"
",X51005889296,31
9998,"“Thank you. Please. cone ‘again,
",X51005889296,32
9999,"
",X51005889296,33
10000,"APPROVED Kon
",X51005889296,34
10001,"
",X51005889296,35
10002,"BY, DATE
",X51005889296,36
10003,"
",X51005889296,37
10004,"ZO\Y|'e
",X51005889296,38
10005,,X51005889296,39
10006," 
",X51006008057,1
10007,"   
",X51006008057,2
10008,"
",X51006008057,3
10009,"Sarang Hae Yo
",X51006008057,4
10010,"TRENDYMAX (M) SDN. BHD.
",X51006008057,5
10011,"Company Reg. No. : (583246-A).
",X51006008057,6
10012,"p6, Block C, GM Klang Wholesale City,
",X51006008057,7
10013,"Jalan Kasuarina 1,
",X51006008057,8
10014,"41200 Klang, Selangor D.E.
",X51006008057,9
10015,"Whatsapp : +6012-5060668
",X51006008057,10
10016,"
",X51006008057,11
10017,"www.saranghaeyo.com
",X51006008057,12
10018,"GST Reg : 000384098304
",X51006008057,13
10019,"
",X51006008057,14
10020,"TAX INVOICE
",X51006008057,15
10021,"CB#: GM3-46792 15/01/2018 1:48:36 PM
",X51006008057,16
10022,"Cashier: WOO1- erah @ C6
",X51006008057,17
10023,"Remarks:
",X51006008057,18
10024,"Qty Description Price Disc Total
",X51006008057,19
10025,"1 MS 15.00 0.00 15.00 SR
",X51006008057,20
10026,"LOYALTY
",X51006008057,21
10027,"PACKAGE
",X51006008057,22
10028,"10 IB-ROM 28.90 -28.90 260.10 SR
",X51006008057,23
10029,"IRON BASKET
",X51006008057,24
10030,"
",X51006008057,25
10031,"ROUND 27 * 25
",X51006008057,26
10032,"
",X51006008057,27
10033,"12 AOR5058 5.00 -6.00 54.00SR
",X51006008057,28
10034,"50MM PULL
",X51006008057,29
10035,"FLOWER
",X51006008057,30
10036,"RIBBON
",X51006008057,31
10037,"
",X51006008057,32
10038,"1 QC2018 0.00 0.00 0.00 SR
",X51006008057,33
10039,"HORSE
",X51006008057,34
10040,"CALENDAR
",X51006008057,35
10041,"2018
",X51006008057,36
10042,"
",X51006008057,37
10043,"Total 329.10
",X51006008057,38
10044,"
",X51006008057,39
10045," 
",X51006008057,40
10046,"
",X51006008057,41
10047,"Rounding Ad]: 2. jie 2 eae soe ae
",X51006008057,42
10048,"Total Inclusive GST: 329.10
",X51006008057,43
10049,"VISA 329.10
",X51006008057,44
10050,"GST Summary
",X51006008057,45
10051,"
",X51006008057,46
10052,"Net Amt Co Total a6
",X51006008057,47
10053,"
",X51006008057,48
10054,"    
",X51006008057,49
10055,"
",X51006008057,50
10056,"RINEE AMELIA ZAKARIA
",X51006008057,51
10057,"SHY32516
",X51006008057,52
10058,"Points : 310
",X51006008057,53
10059,"
",X51006008057,54
10060,"Thank you | Please come again |
",X51006008057,55
10061,"Goods sold are not returnable for refund or exchange!!
",X51006008057,56
10062,,X51006008057,57
10063,"|
",X51006008073,1
10064,"aT
",X51006008073,2
10065,"
",X51006008073,3
10066," 
",X51006008073,4
10067,"
",X51006008073,5
10068,"PRINT EXPERT SDN BHD a
",X51006008073,6
10069,"989625-A —
",X51006008073,7
10070,"NO 18, 20, 22, JALAN BUNGA TANJONG 2/16, 2
",X51006008073,8
10071,"40000 SHAH ALAM, SELANGOR :
",X51006008073,9
10072,"TEL  03-55250588
",X51006008073,10
10073,"FAX. 03-55107309
",X51006008073,11
10074,"bea _GSTID ~ 000886677504 _ Bre Cote
",X51006008073,12
10075,"Doc No ~ $000046284 DEPT.: Oo
",X51006008073,13
10076,"Cashier; USER Date: 12/01/2018
",X51006008073,14
